height of setup:,66.24
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
33,21949,28429,27047,20085
34,21405,28637,26926,21131
35,21714,28685,27006,21149
36,22253,28791,26672,20459
37,21016,28645,25555,19406
38,21554,27799,24144,18308
39,22153,27121,24012,17767
40,22585,26702,23827,18988
41,23358,27009,23376,19158
42,23823,27456,22736,18702
43,24390,27331,21882,17663
44,24765,27298,20716,16307
45,25090,26813,19345,14917
46,25267,26232,17964,13665
47,25243,25889,16820,12398
48,25305,26008,16672,11237
49,25387,25898,16484,10253
50,24911,25158,15710,9540
51,24488,24661,15095,8847
52,24698,24539,15082,8256
54,24903,24160,15882,7904
55,24947,23681,16259,7642
56,24253,22789,16178,7359
57,23112,22366,15604,7277
58,22653,22323,14822,7289
59,22816,22086,13870,7190
60,23169,21634,12793,7037
61,23333,20892,11705,6904
62,23195,20148,10765,6723
63,22835,19666,9993,6421
64,22134,19382,9527,6174
65,20875,19228,9629,6584
66,18679,20017,11305,7465
67,16770,19848,11327,7897
68,15034,18518,10911,8397
69,13751,17663,10975,8968
70,12264,17592,11993,9479
71,10486,16911,13429,9841
72,9061,16024,14162,10083
73,8668,15205,14261,10085
74,8074,14295,13947,10033
75,7850,13401,13147,9863
77,8380,12758,12016,9605
78,8707,12006,10833,9593
79,8914,11264,9885,10273
80,9224,10549,9225,10954
81,9435,9831,8782,11475
82,9363,9154,8527,11834
83,8634,8435,7859,11750
84,7541,7593,7020,11397
85,6375,6732,6347,10880
86,5333,5917,5777,10531
87,4455,5180,5144,10686
88,3760,4587,4750,10773
89,3214,4103,4607,10292
90,3186,3822,4608,9825
91,5209,3700,4509,9214
92,7174,3705,4260,8530
93,8596,4005,3997,7806
94,9339,4475,3842,7151
95,9432,4932,3794,6622
96,8867,4894,3767,6179
97,8072,4697,3796,5866
98,7145,4647,3873,5740
100,6165,4608,4117,5737
101,5336,4444,4181,5842
102,4846,4194,4060,6179
103,5045,4092,4021,7132
104,5700,4304,4416,8115
105,6233,4898,4929,8809
106,6340,5260,5531,9651
107,6099,5558,5961,10229
108,5661,5562,6101,10694
109,5143,5332,6308,10568
110,4618,5111,6633,9998
111,4175,4873,6507,9287
112,3809,4564,6050,8641
113,3526,4260,5553,8016
114,3238,4004,5064,7372
115,2989,3827,4698,6859
116,2813,3704,4503,6440
117,2696,3687,4413,6208
118,2675,3767,4233,6188
119,2820,3961,4096,6513
120,2979,4229,4111,6911
122,3096,4600,4381,6903
123,3346,4925,4950,6915
124,3477,5449,5707,6997
125,3397,5996,6128,7012
126,3362,6310,6211,6845
127,3342,6340,6058,6528
128,3301,6114,5711,6217
129,3190,5691,5299,5862
130,3238,5307,4864,5522
131,3436,4929,4425,5245
132,3493,4547,4079,5041
133,3268,4248,3899,4958
134,2989,3973,3738,4943
135,2763,3717,3539,4885
136,2782,3567,3407,4763
137,3074,3611,3369,4652
138,3224,3787,3467,4551
139,3295,3946,3709,4503
140,3245,4236,3947,4475
141,3183,4480,4074,4383
142,3175,4495,4053,4286
143,3114,4360,3962,4253
145,2936,4179,3847,4089
146,2734,3926,3576,3862
147,2521,3620,3271,3644
148,2306,3315,2992,3452
149,2108,3036,2797,3251
150,1935,2811,2675,2972
151,1801,2638,2535,2769
152,1721,2494,2412,2649
153,2002,2565,2316,2544
154,2015,2831,2263,2448
155,2142,2975,2236,2379
156,2721,3038,2613,2713
157,3027,3226,2996,3028
158,3035,3468,3236,3176
159,2979,3658,3378,3272
160,2882,3677,3434,3333
161,2668,3557,3431,3301
162,2478,3400,3335,3254
163,2344,3329,3230,3169
164,2298,3382,3230,3106
165,2256,3309,3154,3041
166,2167,3141,2994,2983
168,2102,2971,2815,2927
169,2139,2833,2653,2892
170,2204,2716,2511,2883
171,2324,2707,2425,2866
172,2513,2736,2383,2814
173,2631,2755,2420,2794
174,2607,2834,2504,2813
175,2554,2972,2557,2773
176,2533,3060,2573,2689
177,2486,3154,2602,2652
178,2435,3391,2760,2649
179,2410,3648,2931,2636
180,2395,3844,3027,2689
181,2435,4013,3118,2758
182,2384,4127,3270,2817
183,2422,4202,3500,2918
184,2497,4371,3788,3076
185,2744,4720,4094,3321
186,3132,4999,4346,3570
187,3250,5131,4429,3678
188,3073,5117,4363,3729
189,3046,4995,4188,3747
191,3115,4870,3977,3724
192,3043,4731,3841,3715
193,2988,4561,3743,3771
194,3164,4405,3668,3879
195,3383,4355,3601,3918
196,3533,4512,3620,3822
197,3657,4677,3783,3750
198,3625,4708,3893,3690
199,3445,4632,3889,3749
200,3236,4471,3844,3787
201,2982,4270,3791,3779
202,2707,3938,3555,3716
203,2511,3629,3260,3509
204,2453,3373,2984,3278
205,2424,3232,2780,3115
206,2334,3081,2617,2989
207,2210,2946,2511,2862
208,2167,2863,2423,2717
209,2331,2861,2389,2593
210,2531,2927,2288,2472
211,2631,2851,2244,2524
212,2697,2782,2391,2681
214,2683,2768,2521,2750
215,2629,2907,2620,2758
216,2509,3341,2844,2778
217,2406,3829,3089,2851
218,2519,4115,3160,2893
219,2644,4236,3128,2897
220,2727,4240,3073,2940
221,2630,4148,3016,2919
222,2415,4026,2946,2780
223,2232,3843,2826,2608
224,2164,3638,2768,2465
225,2184,3608,2887,2346
226,2220,3652,2916,2244
227,2216,3607,2810,2112
228,2242,3493,2722,1988
229,2336,3413,2755,2014
230,2207,3417,3084,2384
231,2015,3491,3561,2936
232,1813,3581,3844,3359
233,1654,3702,3997,3607
234,1536,3789,4058,3653
235,1492,3829,3986,3550
237,1532,3763,3771,3372
238,1572,3594,3519,3181
239,1614,3395,3296,2985
240,1644,3208,3089,2781
241,1641,3056,2884,2618
242,1645,2917,2697,2478
243,1708,2814,2505,2311
244,1771,2724,2311,2137
245,1748,2596,2148,1993
246,1657,2432,2035,1907
247,1563,2270,1946,1923
248,1466,2130,1864,2013
249,1399,2036,1814,2123
250,1379,2003,1879,2275
251,1417,2048,2079,2513
252,1454,2162,2322,2668
253,1481,2254,2414,2732
254,1497,2296,2412,2746
255,1493,2279,2374,2786
256,1478,2247,2374,2846
257,1454,2206,2418,2863
258,1474,2164,2427,2874
260,1513,2192,2387,2813
261,1549,2225,2345,2682
262,1599,2222,2270,2547
263,1614,2194,2212,2514
264,1568,2147,2204,2634
265,1515,2107,2188,2702
266,1481,2061,2113,2699
267,1456,2016,2031,2568
268,1420,1987,2004,2462
269,1371,1993,2044,2389
270,1421,2013,2096,2312
271,1464,2023,2118,2228
272,1487,2017,2107,2170
273,1511,2018,2079,2119
274,1559,2014,2017,2045
275,1612,1994,1948,1973
276,1576,1989,1958,1932
277,1496,2020,1985,1932
278,1449,2072,2061,1955
279,1432,2145,2135,2043
280,1430,2197,2148,2168
282,1435,2226,2153,2264
283,1454,2272,2188,2325
284,1491,2308,2182,2335
285,1518,2263,2086,2270
286,1527,2154,1958,2141
287,1506,2038,1824,1991
288,1472,1991,1767,1869
289,1424,1941,1774,1832
290,1376,1882,1763,1894
291,1364,1853,1745,1922
292,1362,1835,1748,1922
293,1345,1821,1761,1921
294,1325,1828,1780,1910
295,1314,1896,1830,1883
296,1312,2024,1944,1850
297,1314,2092,2001,1828
298,1309,2116,2020,1824
299,1293,2129,2044,1835
300,1266,2150,2067,1857
301,1269,2159,2074,1881
302,1292,2143,2067,1954
303,1331,2138,2077,2023
305,1377,2142,2086,2061
306,1422,2136,2080,2111
307,1413,2130,2072,2161
308,1401,2114,2023,2138
309,1396,2071,1946,2095
310,1374,2003,1879,2079
311,1319,1910,1815,2065
312,1272,1825,1754,2044
313,1244,1756,1709,2028
314,1254,1712,1710,2009
315,1393,1711,1767,2009
316,1418,1751,1866,2030
317,1424,1838,1992,2080
318,1431,1970,2106,2155
319,1438,2092,2192,2172
320,1459,2183,2226,2097
321,1474,2223,2202,2015
322,1464,2203,2114,1932
323,1424,2095,2006,1892
324,1368,2017,1952,1934
325,1339,1996,1956,1961
326,1324,1927,1892,2028
328,1305,1817,1784,2038
329,1280,1717,1673,1999
330,1239,1637,1591,1995
331,1195,1577,1546,1942
332,1153,1529,1505,1864
333,1116,1493,1468,1829
334,1121,1470,1437,1843
335,1220,1464,1421,1837
336,1339,1489,1404,1794
337,1396,1529,1389,1757
338,1391,1548,1381,1703
339,1351,1540,1364,1620
340,1305,1515,1342,1540
341,1248,1498,1378,1506
342,1207,1517,1435,1549
343,1182,1547,1538,1753
344,1165,1589,1725,1912
345,1156,1662,1860,2071
346,1149,1755,1984,2170
347,1149,1829,2082,2216
