height of setup:,64.67
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
37,24155,28048,27459,16085
38,24782,28119,27391,16446
39,25345,28224,26879,16252
40,25746,28234,25888,15782
41,26065,28302,24880,15240
42,26261,28368,24091,14427
43,26261,28567,23716,13367
44,26199,28675,24430,12572
45,25904,28711,24805,12344
46,25730,28663,25229,13368
47,25903,28427,25169,15000
48,26135,27882,24415,15118
49,26233,27395,23555,14548
50,26246,26766,22488,13905
51,26299,26365,21293,13428
53,26330,26445,20368,13200
54,26475,25587,19120,12594
55,26446,24569,17785,11824
56,26341,24819,16819,11431
57,26342,24825,16028,11222
58,26095,23855,14983,11111
59,26057,23449,14356,11253
60,26000,22988,13790,11516
61,25839,22885,13522,11694
62,25548,23327,13865,11641
63,24599,24165,14692,11615
64,23732,24497,16201,11596
65,22553,24086,18553,12034
66,21340,23300,19267,13615
67,20436,22478,19454,15824
68,19779,21878,19413,16334
69,18652,21052,19116,15903
70,16975,19931,18444,15121
71,15476,18801,17474,14450
72,15279,17860,16452,13731
73,16057,17215,15615,12936
74,15788,16663,15036,12340
76,14681,15881,14457,11852
77,13661,15116,13967,11696
78,13763,14423,13321,11604
79,14622,13755,12550,11339
80,15020,13138,11836,10893
81,14994,12585,11242,10192
82,14792,11998,10577,9315
83,14480,11681,10173,8605
84,13689,11171,9504,8032
85,12837,10685,8819,7680
86,11518,10052,8094,7307
87,10184,9337,7407,6971
88,9033,8606,6824,6737
89,8200,7940,6409,6831
90,7941,7399,6224,7308
91,8012,6931,6230,8141
92,8385,6580,6209,8982
93,9274,6373,6122,9671
94,9807,6525,6066,10228
95,10494,6675,6102,10713
96,11386,7545,6433,11065
97,11904,8795,7122,11372
99,12182,9877,7789,11595
100,12379,10932,8493,11686
101,12446,11757,8999,11700
102,12428,12044,9341,11497
103,12335,11802,9331,11124
104,12447,11648,8983,10754
105,12921,11533,8608,10129
106,12967,11058,8309,9170
107,12418,10323,7816,8231
108,11523,9466,7232,7369
109,10469,8639,6643,6653
110,9565,7972,6150,6539
111,8824,7396,5753,7085
112,8160,7075,5399,7064
113,8237,7248,5196,6703
114,9165,7256,4918,6269
115,8662,7321,4739,5926
116,7773,7938,4940,5834
117,6941,8607,5462,5849
118,6377,9077,6002,5791
119,6244,9358,6168,5705
120,6278,9237,5969,5506
122,6029,8755,5659,5295
123,5449,7856,5141,4915
124,4639,6745,4442,4386
125,3997,5759,3875,3894
126,3594,5022,3437,3502
127,3372,4454,3105,3200
128,3230,4058,2881,2974
129,3178,3923,2899,2795
130,3175,4045,2939,2652
131,3219,4262,3001,2636
132,3558,4539,3403,2855
133,3775,4821,3697,3125
134,3888,5005,3763,3231
135,3927,4972,3676,3184
136,3815,4774,3542,3090
137,3558,4530,3475,2846
138,3303,4334,3458,2605
139,3029,4149,3465,2450
140,2864,3910,3335,2451
141,2944,3937,3256,2418
142,3323,4111,3244,2435
143,3603,4271,3296,2531
145,3440,4279,3333,2645
146,3192,4177,3283,2648
147,3007,4027,3172,2608
148,2893,3885,3103,2539
149,2853,3868,3111,2467
150,2903,3900,3122,2392
151,2898,3886,3138,2418
152,2854,3833,3178,2501
153,3023,3793,3184,2572
154,3592,3890,3247,2595
155,3613,4185,3454,2561
156,3636,4283,3517,2453
157,3466,4323,3454,2286
158,3222,4408,3465,2205
159,3026,4351,3472,2274
160,2969,4208,3438,2424
161,2914,4032,3350,2535
162,2890,3896,3244,2564
163,3040,3890,3280,2624
164,3209,4127,3464,2756
165,3017,4374,3692,2906
167,2819,4339,3760,2979
168,2876,4194,3708,2958
169,2775,3960,3560,2878
170,2581,3609,3330,2732
171,2386,3310,3143,2578
172,2285,3105,2948,2426
173,2412,3119,2819,2308
174,2644,3454,3000,2234
175,2842,3855,3591,2402
176,2976,4163,4134,2895
177,3050,4362,4391,3333
178,3122,4539,4718,3612
179,3124,4812,5266,3943
180,3165,5186,5885,4656
181,3235,5436,6164,5109
182,3144,5378,6005,5035
183,2927,5234,5694,4832
184,2754,4989,5258,4493
185,2585,4696,4782,4147
186,2386,4376,4317,3818
187,2181,4115,3969,3574
188,2009,3949,3812,3449
190,1862,3875,3896,3578
191,1767,3904,4235,3971
192,1773,3931,4489,4278
193,1838,4057,4582,4311
194,1970,4189,4511,4240
195,2120,4227,4406,4125
196,2425,4205,4272,3948
197,2822,4148,4078,3759
198,3161,4071,3904,3582
199,3381,4003,3771,3449
200,3553,3952,3636,3333
201,3771,4025,3545,3244
202,3711,4258,3638,3183
203,3464,4406,3666,3090
204,3213,4411,3699,3014
205,3067,4350,3836,3008
206,3002,4304,3930,3094
207,2909,4158,3852,3147
208,2818,3986,3675,3094
209,2714,3770,3468,2971
210,2561,3544,3265,2799
211,2411,3330,3059,2628
213,2336,3175,2908,2489
214,2353,3033,2767,2378
215,2429,2887,2616,2267
216,2561,2742,2464,2139
217,2756,2622,2341,2028
218,2928,2597,2329,1984
219,2929,2636,2416,2027
220,2902,2821,2585,2071
221,2869,3013,2745,2138
222,2879,3082,2792,2179
223,3065,3081,2776,2175
224,3137,3195,2817,2176
225,2978,3474,3123,2230
226,2719,3705,3437,2463
227,2469,3842,3814,2930
228,2366,3904,4251,3600
229,2336,3922,4414,3974
230,2257,3839,4299,4044
231,2107,3635,3951,3854
232,1944,3389,3639,3583
233,1829,3119,3342,3351
234,1758,2898,3044,3103
236,1792,2763,2868,2972
237,2102,2747,2860,2909
238,2218,2903,3306,2997
239,2286,3161,3785,3335
240,2294,3472,4188,3768
241,2295,3802,4393,3968
242,2311,3880,4226,3726
243,2280,3827,4017,3463
244,2276,3753,3763,3241
245,2255,3622,3517,3030
246,2221,3459,3308,2820
247,2141,3293,3131,2626
248,2039,3158,2991,2444
249,1946,3030,2860,2329
250,1870,2913,2755,2296
251,1825,2816,2677,2334
252,1764,2756,2639,2462
253,1727,2747,2655,2580
254,1752,2765,2695,2643
255,1848,2787,2729,2645
256,2016,2797,2747,2603
258,2126,2807,2744,2536
259,2112,2798,2728,2478
260,2046,2778,2708,2436
261,1970,2754,2690,2396
262,1885,2707,2642,2343
263,1778,2627,2571,2390
264,1647,2553,2495,2330
265,1542,2494,2351,2177
266,1462,2426,2221,2027
267,1411,2364,2147,1937
268,1408,2300,2111,1856
269,1429,2198,2066,1761
270,1475,2167,2042,1709
271,1503,2125,1965,1648
272,1560,2142,1916,1648
273,1608,2135,1876,1664
274,1625,2136,1868,1691
275,1607,2131,1869,1672
276,1600,2144,1896,1667
277,1555,2113,1904,1674
278,1538,2082,1880,1656
279,1603,2136,1912,1647
280,1741,2260,2032,1676
282,1850,2460,2250,1781
283,1945,2599,2348,1852
284,2009,2783,2536,2054
285,2044,2828,2488,2040
286,2073,2770,2380,1976
287,2075,2665,2282,1895
288,2016,2530,2185,1820
289,1892,2339,2065,1765
290,1840,2166,1923,1692
291,1811,2042,1852,1655
292,1811,2050,1865,1683
293,1824,2123,1958,1716
294,1754,2195,2056,1766
295,1688,2259,2226,1915
296,1635,2347,2368,2010
297,1601,2393,2369,2032
298,1602,2355,2309,2052
299,1582,2268,2273,2053
300,1559,2194,2244,2002
301,1555,2141,2160,1921
302,1569,2105,2085,1840
304,1566,2099,2061,1799
305,1537,2116,2044,1793
306,1507,2116,2024,1781
307,1481,2096,2011,1753
308,1455,2068,1995,1719
309,1430,2063,2010,1687
310,1414,2112,2098,1663
311,1408,2130,2168,1636
312,1469,2139,2190,1644
313,1609,2144,2157,1642
314,1727,2179,2131,1613
315,1776,2274,2154,1569
316,1813,2381,2205,1532
317,1832,2454,2225,1510
318,1827,2465,2186,1494
319,1800,2444,2163,1506
320,1771,2411,2120,1525
321,1728,2360,2054,1535
322,1681,2293,1977,1583
323,1658,2225,1909,1613
324,1622,2187,1907,1643
325,1631,2194,2032,1756
327,1603,2262,2159,1820
328,1581,2304,2182,1816
329,1596,2309,2154,1784
330,1578,2332,2153,1777
331,1514,2303,2141,1789
332,1455,2228,2089,1764
333,1416,2189,2072,1728
334,1409,2161,2047,1698
335,1345,2048,1948,1655
336,1308,1964,1878,1620
337,1334,1925,1840,1563
338,1501,1935,1823,1493
339,1633,2080,1812,1435
340,1727,2252,1816,1401
341,1772,2426,1870,1412
342,1780,2550,1949,1471
343,1896,2608,2050,1543
344,1933,2688,2305,1760
345,1929,2758,2447,1971
346,1901,2774,2487,2051
347,1802,2649,2407,2052
348,1666,2419,2205,1909
350,1555,2249,2030,1752
351,1524,2109,1888,1639
352,1688,2007,1817,1585
353,1840,1958,1870,1653
354,1887,2068,2099,1824
