height of setup:,108.01
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
1,1133,1443,1713,1638
2,1121,1436,1730,1683
3,1092,1431,1768,1731
4,1070,1404,1737,1698
5,1024,1326,1631,1600
6,980,1252,1527,1494
7,944,1186,1436,1400
8,910,1132,1358,1321
9,888,1094,1304,1260
10,869,1064,1261,1219
11,859,1052,1250,1204
12,850,1041,1243,1199
14,844,1029,1225,1190
15,838,1039,1215,1210
16,831,1179,1295,1523
17,820,1342,2200,2291
18,811,1359,3324,3639
19,803,1452,3538,4305
20,793,1466,3774,4411
21,785,1370,3463,4247
22,778,1290,3125,3920
23,771,2047,3046,3724
24,772,2244,3315,3739
25,786,2103,3109,3465
26,817,1950,2807,3095
27,844,1834,2563,2789
28,861,1791,2689,2816
29,1504,1961,2767,2903
30,2246,2512,2699,2798
31,2601,2886,3142,3080
32,2955,3454,4208,3709
33,3413,4483,4767,4068
34,4095,5407,5124,4093
35,4426,6315,6529,4007
37,4467,6799,7914,5842
38,4159,6611,8235,6981
39,3698,5961,7685,6889
40,3241,5144,6740,6264
41,2835,4405,5865,5552
42,2567,4234,5636,4954
43,2734,4547,5688,5098
44,3243,5035,5520,4746
45,3437,5107,5292,4359
46,3288,4724,4713,3866
47,2962,4130,4077,3431
48,2658,3590,3603,3153
49,2418,3163,3201,2868
50,2179,2750,2817,2570
51,1944,2387,2468,2301
52,1756,2117,2215,2087
53,1621,1922,2022,1913
54,1509,1791,1889,1775
55,1442,1758,1820,1682
56,1396,1671,1744,1636
57,1348,1583,1674,1590
59,1381,1564,1704,1636
60,1839,1772,1841,1883
61,2098,2657,2434,2068
62,2081,3194,3317,2464
63,2484,3277,3937,3142
64,3033,3190,4081,3699
65,3638,3504,4076,3906
66,3938,3483,3888,3772
67,5159,4315,3834,3668
68,5706,4507,4364,3844
69,5316,4471,4419,4001
70,4744,4111,4150,3789
71,4405,3824,3713,3417
72,3996,4040,3921,3283
73,3598,4198,4128,3537
74,3362,4220,3971,3323
75,3195,3859,3602,3064
76,3041,3478,3242,2770
77,3072,3265,2919,2509
78,2890,2960,2632,2255
79,2671,2716,2522,2059
80,2642,3325,2959,2182
82,2565,4081,3740,2420
83,2457,4733,5386,2872
84,2671,5630,6089,2992
85,3162,5709,5795,2915
86,3183,5332,5347,2916
87,3597,4894,4944,2928
88,4051,4516,4542,2841
89,3843,4094,4054,2643
90,3427,3548,3557,2459
91,3024,3085,3130,2249
92,2677,2712,2780,2084
93,2405,2439,2536,2003
94,2217,2282,2398,1940
95,2084,2126,2226,1828
96,1907,1943,2057,1719
97,1731,1779,1889,1605
98,1600,1650,1764,1534
99,1481,1523,1642,1439
100,1419,1461,1572,1388
101,1574,1443,1519,1345
102,1735,1692,1626,1408
103,1669,1900,2105,1674
104,2132,2093,2400,2024
106,2671,2524,2886,2439
107,2715,2679,3064,2653
108,2563,2734,3111,2711
109,2388,2695,3105,2681
110,2253,2600,3049,2657
111,2097,2461,2916,2574
112,1942,2267,2668,2385
113,1759,2022,2381,2167
114,1665,1842,2149,1982
115,1968,1860,1991,1840
116,1992,1852,1868,1723
117,1853,1732,1744,1610
118,1685,1586,1641,1528
119,1553,1480,1566,1452
120,1518,1462,1501,1388
121,1649,1516,1537,1363
122,1733,1556,1542,1354
123,1704,1758,1787,1317
124,1721,1899,2130,1470
125,1661,1909,2209,1673
126,1562,1803,2105,1694
127,1451,1664,1932,1607
129,1448,1627,1806,1514
130,1401,1577,1734,1450
131,1331,1487,1637,1394
132,1254,1392,1522,1325
133,1182,1301,1422,1254
134,1130,1232,1345,1200
135,1301,1404,1398,1186
136,1399,1655,1778,1517
137,1437,1993,2149,1911
138,1345,1898,2289,2370
139,1595,2130,2425,2368
140,1827,2460,3064,2848
141,2050,2540,3226,3119
142,2427,3061,3499,3308
143,2483,3259,3791,3518
144,2421,3178,3758,3657
145,2430,3024,3578,3706
146,2786,2986,3583,3595
147,2836,3087,3737,3438
148,2641,3129,3790,3297
149,2417,3189,3902,3313
150,2426,3197,4047,3704
152,2231,3083,3981,3819
153,2199,2913,3724,3619
154,2181,3126,4052,3568
155,2244,3105,4108,3870
156,2389,3289,4264,4070
157,2391,3432,4376,4286
158,2510,3419,4254,4205
159,2716,3493,4168,4072
160,2702,3539,4083,4017
161,2634,3623,4092,3926
162,2354,3417,4084,3874
163,2092,3070,3919,3859
164,1910,2844,3625,3620
165,1755,2586,3262,3270
166,1678,2320,2876,2911
167,1590,2111,2549,2586
168,1495,1901,2276,2308
169,1415,1735,2055,2087
170,1345,1605,1883,1928
171,1284,1518,1777,1829
172,1240,1457,1692,1730
173,1191,1388,1596,1617
175,1135,1314,1501,1514
176,1088,1250,1421,1429
177,1048,1198,1358,1360
178,1023,1161,1310,1306
179,1052,1149,1280,1268
180,1198,1336,1412,1335
181,1597,1772,1971,1889
182,1685,1893,2207,2268
183,1656,1920,2260,2337
184,1636,1909,2201,2202
185,1551,1791,2042,2005
186,1427,1638,1865,1827
187,1315,1494,1694,1670
188,1220,1377,1557,1540
189,1145,1285,1448,1433
190,1087,1213,1363,1348
191,1043,1162,1303,1284
192,1010,1125,1257,1234
193,985,1096,1219,1192
194,961,1068,1184,1153
195,935,1040,1150,1117
197,911,1015,1122,1088
198,892,996,1100,1064
199,876,984,1083,1042
200,920,1044,1157,1091
201,976,1150,1274,1192
202,994,1191,1310,1254
203,978,1169,1301,1281
204,958,1136,1271,1259
205,940,1101,1232,1214
206,934,1086,1208,1171
207,928,1086,1204,1157
208,920,1095,1221,1166
209,901,1079,1226,1180
210,883,1054,1207,1175
211,867,1040,1208,1171
212,863,1056,1212,1148
213,869,1057,1187,1115
214,881,1067,1155,1080
215,883,1052,1119,1080
216,878,1034,1108,1100
217,872,1021,1102,1093
218,865,1013,1100,1079
220,860,1011,1096,1054
221,893,1021,1093,1037
222,919,1020,1078,1014
223,895,994,1054,990
224,867,966,1031,971
225,857,949,1017,958
226,852,959,1022,956
227,870,1006,1067,969
228,1041,1079,1117,991
229,1142,1104,1132,987
230,1093,1083,1114,970
231,1027,1040,1082,952
232,970,1004,1056,942
233,925,973,1031,929
234,954,946,1009,916
235,1128,1050,1037,924
236,1187,1322,1190,974
237,1229,1485,1490,1125
238,1260,1565,1838,1428
239,1229,1521,1866,1588
240,1171,1459,1785,1576
242,1103,1373,1666,1500
243,1037,1271,1540,1414
244,1001,1194,1422,1327
245,975,1224,1431,1321
246,971,1256,1491,1384
247,974,1250,1480,1401
248,959,1209,1431,1397
249,974,1220,1418,1358
250,973,1202,1365,1282
251,937,1144,1291,1211
252,897,1082,1217,1144
253,875,1046,1171,1101
254,876,1062,1158,1092
255,926,1117,1215,1093
256,1010,1141,1255,1106
257,1022,1149,1249,1122
258,1019,1149,1238,1140
259,1008,1140,1238,1156
260,973,1106,1208,1135
261,930,1067,1191,1105
262,1007,1046,1164,1083
263,1036,1044,1144,1070
265,1030,1036,1116,1040
266,999,1014,1087,1012
267,965,1001,1077,994
268,943,1009,1082,990
269,961,1037,1100,996
270,957,1043,1102,997
271,934,1029,1092,993
272,901,998,1067,979
273,869,966,1040,960
274,840,938,1015,944
275,826,937,1008,936
276,838,934,1012,939
277,874,935,1025,954
278,855,921,1015,947
279,827,900,992,928
