height of setup:,76.90
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
356,784,1261,1099,1012
357,826,1399,1242,1084
358,851,1496,1377,1206
359,872,1564,1440,1286
360,895,1610,1454,1272
361,920,1608,1405,1219
362,938,1567,1339,1164
363,963,1554,1283,1124
364,1104,1644,1281,1106
366,1263,1893,1446,1168
367,1444,2290,1833,1419
368,1529,2661,2230,1756
369,1502,2794,2479,2081
370,1428,2749,2492,2221
371,1364,2638,2386,2196
372,1386,2632,2343,2151
373,1357,2643,2365,2217
374,1351,2617,2336,2209
375,1287,2579,2329,2210
376,1224,2562,2348,2200
377,1176,2590,2325,2127
378,1164,2605,2289,2077
379,1163,2554,2196,2029
380,1143,2465,2146,1969
381,1123,2393,2054,1866
382,1097,2277,1928,1745
383,1047,2138,1806,1615
384,1002,2028,1700,1520
385,966,1929,1593,1445
386,938,1833,1538,1402
387,946,1767,1487,1362
389,1022,1737,1436,1324
390,1024,1815,1503,1316
391,1014,1903,1626,1416
392,970,1864,1647,1513
393,926,1787,1619,1547
394,888,1748,1623,1530
395,877,1753,1597,1487
396,950,1818,1621,1474
397,959,1852,1667,1541
398,923,1801,1630,1532
399,885,1719,1570,1513
400,852,1634,1506,1483
401,821,1568,1452,1436
402,787,1503,1393,1377
403,791,1444,1327,1311
404,838,1471,1341,1302
405,950,1615,1462,1362
406,993,1771,1626,1507
407,998,1842,1709,1612
408,1075,1915,1752,1669
409,1174,2039,1861,1748
411,1234,2224,2021,1852
412,1226,2286,2141,1998
413,1170,2243,2149,2065
414,1105,2148,2132,2039
415,1076,2059,2102,2013
416,1047,2003,2057,2000
417,1030,1992,2000,1909
418,1040,1958,1881,1776
419,1066,1899,1740,1644
420,1072,1934,1632,1562
421,1038,1980,1639,1518
422,970,1946,1701,1552
423,912,1846,1681,1577
424,865,1741,1645,1561
425,829,1661,1630,1572
426,804,1616,1625,1570
427,837,1620,1619,1580
428,937,1647,1613,1559
429,976,1667,1618,1580
430,969,1668,1600,1547
431,953,1658,1538,1488
432,947,1697,1483,1437
434,947,1723,1435,1385
435,942,1712,1394,1322
436,931,1686,1352,1269
437,904,1661,1317,1234
438,881,1615,1288,1205
439,857,1557,1260,1179
440,832,1503,1236,1157
441,810,1451,1213,1137
442,800,1420,1195,1120
443,801,1394,1181,1103
444,786,1364,1167,1090
445,771,1336,1148,1067
446,755,1309,1133,1052
447,746,1293,1124,1043
448,734,1274,1110,1027
449,726,1257,1092,1014
450,713,1229,1070,1000
451,696,1195,1049,1033
452,679,1161,1032,1165
453,670,1151,1040,1173
454,673,1158,1057,1157
455,671,1158,1076,1151
457,670,1151,1076,1124
458,682,1199,1157,1126
459,714,1306,1277,1158
460,748,1387,1318,1156
461,765,1403,1304,1153
462,765,1394,1289,1225
463,758,1371,1266,1298
464,748,1326,1219,1293
465,894,1449,1254,1260
466,970,1691,1493,1343
467,959,1780,1630,1412
468,931,1769,1638,1434
469,903,1747,1587,1412
470,868,1728,1524,1360
471,850,1717,1459,1307
472,883,1793,1415,1274
473,932,1750,1380,1262
474,967,1709,1364,1264
475,985,1747,1369,1267
476,996,1772,1375,1281
477,973,1761,1391,1326
478,961,1767,1462,1412
480,952,1769,1525,1479
481,934,1748,1531,1467
