height of setup:,73.48
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
91,2488,3872,3790,5494
92,2282,3773,3743,5172
93,2156,3772,3699,4841
94,2040,3724,3768,5314
95,1973,3925,4896,6622
96,2133,5001,6474,7347
97,2586,5996,6869,7234
99,2817,6040,6492,6812
100,2874,5835,6013,6262
101,3294,5730,5616,5599
102,3406,6056,5136,4904
103,3559,6003,4467,4254
104,3661,5523,3844,3687
105,3393,4957,3332,3215
106,3013,4418,2920,2831
107,2706,3947,2609,2826
108,2474,3755,3318,4039
109,2406,4424,4465,4731
110,2527,4794,5321,6136
111,2509,4704,5826,6907
112,2568,4686,6348,6847
113,2718,4873,6399,6489
114,2680,4774,6135,6050
115,2538,4500,5688,5613
116,2457,4208,5136,5046
117,2436,3951,4599,4757
118,2337,3728,4362,5971
119,2304,3619,4600,7651
120,2317,3665,4848,8727
122,2377,3842,5485,9135
123,2814,4191,6030,9126
124,2972,4975,6144,8696
125,3088,5386,6160,8169
126,3507,5805,5801,7681
127,3820,6334,5410,7535
128,4210,6343,5501,7609
129,4399,6270,5263,7516
130,4326,6027,4924,7001
131,4009,5540,4476,6599
132,3650,5020,4482,6486
133,3367,4726,4844,6638
134,3225,4645,5000,6801
135,3206,4521,4862,6801
136,3069,4320,4816,6748
137,3032,4170,4729,6969
138,2985,4144,4659,7791
139,2826,4191,4498,8326
140,2562,3872,4189,8216
141,2352,3718,3879,7363
142,2140,3561,3711,6384
143,1944,3305,3503,6118
145,1872,3207,3266,5997
146,1958,3324,3177,5560
147,2139,3379,3051,5061
148,2325,3380,2880,4509
149,2641,3718,2849,4094
150,2811,4407,3128,3842
151,2815,4963,3502,3661
152,2772,5227,3584,3496
153,2685,5189,3486,3389
154,2521,5086,3383,3350
155,2387,4807,3295,3376
156,2282,4449,3149,3436
157,2257,4086,3014,3484
158,2229,3753,2952,3404
159,2101,3511,2870,3158
160,1936,3260,2689,2928
161,1772,2979,2478,2761
162,1772,2796,2314,2862
163,1895,2684,2562,3564
164,2076,2709,3484,4154
165,2176,3105,4025,4652
166,2223,3461,4171,5022
168,2192,3531,4271,5184
169,2123,3502,4504,5050
170,2035,3433,4619,4908
171,1963,3354,4711,4811
172,1925,3431,4782,4651
173,1875,3469,4781,4378
174,1778,3435,4605,4016
175,1725,3403,4374,3700
176,1639,3244,4108,3385
177,1626,3058,3781,3032
178,1675,2944,3405,2682
179,1700,2799,2954,2365
180,1744,2618,2573,2142
181,1644,2441,2332,1991
182,1498,2224,2122,1906
183,1393,2062,1933,1822
184,1321,1934,1787,1714
185,1254,1822,1673,1617
186,1193,1733,1618,1743
187,1167,1771,1922,2295
188,1159,1937,2485,2909
189,1126,1982,3142,3255
191,1184,1967,3455,3164
192,1410,2212,3463,3101
193,1628,2646,3441,3131
194,1761,2850,3416,3214
195,1733,2784,3334,3290
196,1660,2807,3218,3131
197,1602,2735,2970,2907
198,1534,2629,2746,2597
199,1451,2493,2593,2339
200,1357,2302,2468,2344
201,1319,2127,2310,2440
202,1528,2180,2187,2571
203,1593,2615,2163,2855
204,1608,2877,2451,2912
205,1989,3036,2671,2877
206,2359,3212,2773,2882
207,2657,3524,2849,2841
208,2891,3773,2905,2722
209,2837,3958,3030,2593
210,2831,4120,3203,2537
211,2949,4266,3308,2527
213,3044,4423,3333,2542
214,3046,4528,3203,2515
215,3033,4271,2929,2374
216,2873,3868,2667,2201
217,2744,3477,2445,2155
218,2787,3167,2463,2432
219,2711,3046,2826,2839
220,2628,3175,3381,3383
221,2544,3519,3862,3778
222,2472,3680,4166,3941
223,2374,3659,4302,3938
224,2247,3575,4302,3878
225,2140,3490,4170,3864
226,2312,3538,4051,3797
227,2573,3816,3914,3516
228,2797,4039,3741,3363
229,2975,4081,3600,3310
230,3007,3951,3208,3125
231,3032,3676,2835,2835
232,3156,3424,2593,2608
233,3143,3710,2465,2595
234,3167,4024,2424,2693
236,3394,4247,2475,3030
237,3573,4507,2621,3400
238,3663,4495,2671,3720
239,3533,4188,2722,4126
240,3176,3796,3097,4309
241,2795,3428,3449,4134
242,2533,3167,3473,3841
243,2426,3133,3335,3584
244,2251,3217,3206,3461
245,2063,3091,3135,3549
246,1959,3034,3180,3637
247,1809,2982,3242,3438
248,1665,2834,3178,3134
249,1539,2661,3024,2807
250,1476,2513,2804,2568
251,1403,2425,2628,2435
252,1342,2364,2503,2357
253,1322,2341,2416,2369
254,1362,2318,2346,2354
255,1310,2241,2233,2307
256,1266,2155,2111,2223
257,1219,2083,1996,2086
259,1165,2007,1912,1966
260,1117,1921,1839,1882
261,1100,1858,1778,1811
262,1116,1857,1763,1755
263,1175,1892,1766,1709
264,1197,1970,1803,1712
265,1213,2016,1824,1710
266,1228,2053,1856,1740
267,1231,2076,1863,1759
268,1233,2068,1848,1758
269,1224,2020,1802,1741
270,1199,1953,1753,1707
271,1175,1898,1715,1663
272,1160,1855,1657,1587
273,1150,1828,1616,1525
274,1140,1822,1620,1510
275,1142,1841,1636,1488
276,1135,1821,1635,1442
277,1090,1767,1611,1396
278,1057,1708,1544,1359
279,1054,1682,1463,1403
280,1067,1696,1400,1742
282,1061,1715,1505,2135
283,1048,1730,1920,2330
284,1027,1738,2117,2484
285,1010,1798,2257,2651
286,995,1993,2668,3072
287,983,2459,3347,3258
288,978,3018,3759,3190
289,987,3544,3737,2999
290,992,3780,3507,2853
291,998,3784,3266,2817
292,1049,3666,3190,2831
293,1188,3615,3280,2856
294,1345,3523,3069,2652
295,1399,3328,2839,2428
296,1396,3129,2682,2279
297,1370,2909,2451,2206
298,1360,2698,2207,2170
299,1333,2528,2224,2316
300,1331,2598,2283,2244
301,1352,2615,2283,2164
302,1351,2591,2275,2105
304,1346,2524,2210,2044
305,1318,2455,2186,2051
306,1304,2411,2120,1967
307,1282,2374,2006,1848
308,1276,2323,1909,1779
309,1280,2293,1851,2126
310,1272,2249,1883,2434
311,1232,2201,2027,2600
312,1197,2175,2223,2985
313,1166,2209,2714,3281
314,1146,2482,3118,3501
315,1170,2545,3323,3337
316,1254,2538,3241,3131
317,1287,2564,3043,3029
318,1265,2566,2938,2937
319,1242,2615,2898,2984
320,1224,2604,2866,2962
321,1208,2588,2818,2963
322,1225,2636,2948,2979
323,1267,2789,2986,2844
324,1299,2910,2873,2656
325,1274,2898,2741,2644
327,1220,2750,2647,2608
328,1183,2582,2540,2540
329,1177,2443,2395,2432
330,1153,2349,2253,2253
331,1138,2284,2111,2069
332,1132,2199,1967,1907
333,1123,2097,1844,1792
334,1149,2007,1751,1873
335,1168,1957,1841,2323
336,1189,2026,2298,2608
337,1223,2110,2479,2749
338,1249,2112,2393,2640
339,1252,2070,2219,2413
340,1223,2049,2049,2182
341,1173,1997,1919,2009
342,1125,1921,1814,1879
343,1109,1868,1731,1754
344,1160,1836,1649,1628
345,1138,1770,1566,1530
346,1082,1697,1512,1467
347,1029,1644,1486,1419
348,992,1618,1462,1385
350,969,1581,1428,1371
351,948,1526,1377,1347
352,933,1468,1314,1310
353,936,1492,1279,1276
354,923,1528,1380,1346
355,942,1540,1527,1514
356,943,1550,1704,1755
357,927,1545,1983,2156
358,895,1617,2411,2630
359,865,1946,2876,2844
360,861,2258,3134,2810
361,901,2557,3135,2662
362,994,2724,2950,2463
363,1102,2709,2724,2276
364,1154,2610,2500,2111
365,1175,2476,2295,1974
366,1197,2351,2114,1842
367,1211,2240,1977,1727
368,1216,2149,1878,1650
369,1362,2118,1834,1612
370,1493,2263,1825,1615
372,1481,2387,1833,1611
373,1405,2412,1817,1583
374,1314,2384,1783,1544
375,1234,2321,1732,1512
376,1161,2242,1690,1516
377,1088,2152,1669,1532
378,1036,2059,1672,1517
379,1027,1984,1668,1482
380,1097,1955,1634,1459
381,1207,1987,1624,1445
382,1283,2038,1670,1482
383,1277,2064,1722,1581
384,1224,2062,1796,1652
385,1190,2075,1800,1651
386,1171,2023,1735,1585
387,1146,1952,1644,1498
388,1128,1916,1560,1443
389,1105,1901,1534,1563
390,1063,1858,1522,1897
391,1021,1813,1536,2509
392,986,1774,1783,3059
393,954,1717,1926,3352
395,931,1650,1841,3445
396,922,1606,1743,3483
397,928,1584,1651,3267
398,960,1597,1611,3039
399,1019,1733,1602,3040
400,1024,1847,1659,3152
401,1082,1923,1934,3290
402,1183,2075,2339,3229
403,1252,2303,2470,3040
404,1406,2486,2525,2875
405,1449,2648,2560,2755
406,1403,2722,2520,2641
407,1341,2723,2409,2675
408,1273,2661,2408,3144
409,1230,2595,2845,3451
410,1208,2521,3079,3582
411,1172,2372,2924,3719
412,1130,2212,2641,3589
413,1106,2104,2377,3320
414,1099,2034,2150,2985
415,1103,1988,1969,2663
416,1100,1933,1833,2402
418,1075,1868,1743,2318
419,1046,1811,1702,2427
420,1019,1763,1717,2801
421,1006,1819,1823,3191
422,1034,2058,2113,3384
423,1046,2187,2368,3435
424,1033,2246,2563,3360
425,1004,2225,2706,3240
426,1035,2147,2761,3052
427,1059,2178,2670,2802
428,1067,2267,2528,2613
429,1075,2311,2411,2471
430,1091,2323,2326,2501
431,1096,2326,2366,2607
432,1092,2358,2506,2613
433,1101,2466,2556,2547
434,1105,2526,2527,2528
435,1098,2513,2477,2502
436,1105,2493,2485,2444
437,1091,2448,2465,2364
438,1091,2372,2394,2297
440,1108,2302,2299,2243
441,1121,2250,2188,2314
442,1133,2183,2286,2406
443,1143,2162,2382,2314
444,1141,2158,2344,2164
445,1119,2094,2212,2008
446,1090,2013,2051,1844
447,1060,1923,1896,1698
448,1013,1818,1763,1586
449,962,1711,1655,1496
450,927,1617,1566,1425
451,898,1552,1498,1368
452,871,1513,1443,1323
453,852,1484,1406,1299
454,836,1460,1392,1347
455,824,1446,1387,1492
456,842,1454,1398,1627
457,912,1461,1414,1891
458,963,1476,1486,2341
459,1017,1517,1678,2679
460,1043,1667,2064,2786
461,1048,1899,2319,2741
463,1088,1996,2445,2709
464,1140,2083,2532,2720
465,1161,2158,2628,2693
466,1188,2193,2673,2644
467,1181,2202,2646,2553
468,1173,2215,2549,2568
469,1166,2213,2421,2927
470,1160,2155,2290,3211
471,1174,2116,2266,3514
472,1164,2072,2580,3611
473,1155,2076,2947,3739
474,1129,2073,3232,3983
475,1108,2054,3394,4255
476,1081,1996,3314,4279
477,1058,1920,3070,4015
478,1029,1865,2932,3869
479,1018,1935,2857,3789
480,1042,2005,2749,3737
481,1074,2050,2692,3739
