height of setup:,70.68
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
93,5026,6740,4047,4165
94,4288,6194,3753,4262
95,3587,5630,3761,4580
96,3011,5215,4085,4285
97,2658,5142,3882,3818
98,2441,4979,3470,3317
99,2856,5723,3122,2886
101,3306,7623,2964,2541
102,3522,8974,2968,2265
103,3704,9294,2813,2060
104,3941,9591,2636,1957
105,3897,9908,2976,2299
106,3907,10145,4284,3034
107,4040,10222,5202,3583
108,4188,9997,5465,3815
109,4423,9765,5600,3985
110,4703,9920,5752,4131
111,5059,10654,6345,4327
112,4968,11577,7357,4650
113,4684,12245,7820,4808
114,4481,12134,7699,4953
115,3953,11719,7309,4957
116,3362,11184,6814,4775
117,2967,10460,6251,4474
118,2769,9610,5696,4105
119,2610,8757,5209,3716
120,2510,7983,4762,3327
121,2467,7259,4370,2965
122,2485,6612,4025,2672
124,2462,6030,3715,2525
125,2677,5572,3476,2330
126,2853,5997,3389,2194
127,2806,6498,3628,2436
128,2634,6558,4185,3059
129,2544,6738,4736,3443
130,2552,6694,4893,3603
131,2497,6430,4850,3538
132,2436,6092,4651,3242
133,2342,5733,4338,2936
134,2233,5370,4041,2708
135,2128,5026,3714,2523
136,2072,4736,3422,2346
137,2126,4676,3318,2292
138,2253,4860,3455,2327
139,2313,4957,3489,2371
140,2338,5028,3479,2319
141,2537,5126,3528,2218
142,2640,5194,3643,2277
143,2487,5055,3710,2472
144,2198,4619,3438,2540
146,1952,4269,3152,2383
147,1950,4085,3021,2230
148,1912,4184,2927,2104
149,1789,4221,2954,2106
150,1656,4182,2933,2017
151,1575,4152,2886,1942
152,1621,4084,3045,2197
153,1662,4060,3222,2325
154,1684,4097,3235,2327
155,1650,4135,3166,2295
156,1657,4151,3104,2261
157,1690,4202,3175,2344
158,1600,4169,3382,2506
159,1498,4082,3817,2968
160,1472,4496,4385,3368
161,1620,4735,4412,3356
162,1779,4680,4203,3154
163,1898,4507,3883,2893
164,2122,4232,3526,2641
165,2377,3913,3200,2376
166,2422,3567,2866,2142
167,2342,3274,2637,2007
169,2250,3128,2675,2069
170,2230,3230,2833,2215
171,2115,3297,2820,2205
172,1873,3112,2636,2047
173,1641,2870,2403,1865
174,1444,2631,2181,1692
175,1295,2423,1990,1546
176,1175,2240,1836,1432
177,1092,2089,1715,1350
178,1064,1972,1632,1511
179,1033,1968,1817,1763
180,1040,2128,2046,1788
181,1103,2172,2043,1763
182,1102,2200,1944,1633
183,1560,2545,1904,1528
184,1879,3158,2722,2264
185,2099,3745,3572,2856
186,2188,4551,4465,3375
187,2398,5124,4562,3381
188,2412,4952,4216,3128
189,2250,4610,3892,3096
190,2054,4337,3661,3070
192,1913,4124,3465,2968
193,1823,3922,3238,2740
194,1739,3740,3024,2476
195,1639,3539,2778,2214
196,1506,3245,2499,1970
197,1365,2933,2236,1756
198,1281,2683,2024,1585
199,1246,2544,1863,1458
200,1256,2528,1752,1365
201,1430,2974,1927,1321
202,1459,3299,2588,1822
203,1413,3376,2832,2080
204,1311,3243,2854,2227
205,1256,3170,2798,2198
206,1254,3091,2692,2077
207,1211,2922,2487,1884
208,1124,2663,2226,1686
209,1033,2414,2001,1520
210,962,2213,1826,1391
211,915,2050,1689,1293
212,881,1916,1580,1213
213,853,1818,1501,1154
215,851,1754,1455,1118
216,911,1738,1423,1094
217,924,1698,1395,1076
218,945,1660,1369,1059
219,1006,1701,1352,1041
220,1040,1899,1429,1025
221,1098,2091,1647,1122
222,1202,2359,1984,1384
223,1573,2986,2326,1615
224,1638,3500,2817,1808
225,1628,3706,3183,2067
226,1687,3814,3269,2257
227,1647,3783,3245,2318
228,1555,3562,3013,2183
229,1586,3305,2786,2034
230,1630,3048,2548,1931
231,1814,2903,2425,1829
232,1946,3234,2458,1796
233,1999,3641,2629,1785
234,1941,3909,2826,1897
235,1908,3905,2813,1891
237,1846,3791,2771,1830
238,1779,3834,3055,1941
239,1739,3916,3187,2063
240,1586,3633,2901,1895
241,1399,3253,2570,1704
242,1274,2934,2292,1547
243,1448,2911,2170,1454
244,1796,3484,2350,1507
245,1943,3978,2710,1738
246,2021,4063,2830,1856
247,1947,3884,2721,1819
248,1787,3592,2534,1736
249,1620,3296,2351,1639
250,1498,3034,2167,1537
251,1621,2935,2048,1449
252,1840,3778,2631,1606
253,1867,4561,3437,1983
254,1818,4798,3654,2098
255,1758,4823,3615,2070
256,1722,4589,3363,2004
257,1596,4166,3031,1897
258,1466,3855,2752,1769
260,1312,3522,2593,1671
261,1212,3203,2402,1607
262,1170,3002,2253,1530
263,1143,2939,2184,1503
264,1151,2931,2115,1476
265,1149,2887,2164,1473
266,1173,2823,2175,1498
267,1185,2767,2148,1496
268,1160,2690,2100,1494
269,1096,2542,1981,1442
270,1030,2376,1859,1369
271,970,2210,1733,1284
272,914,2061,1622,1206
273,867,1930,1525,1139
274,830,1823,1448,1085
275,802,1741,1391,1047
276,782,1672,1345,1013
277,861,1705,1319,989
278,910,1949,1345,970
279,950,2106,1505,1005
280,997,2248,1657,1114
281,1030,2347,1754,1205
283,1055,2364,1808,1277
284,1065,2337,1846,1345
285,1055,2292,1831,1338
286,1021,2223,1786,1311
287,975,2134,1730,1259
288,937,2048,1666,1204
289,902,1970,1617,1176
290,869,1889,1570,1164
291,846,1823,1531,1154
292,823,1756,1486,1132
293,805,1700,1435,1094
294,791,1661,1399,1059
295,778,1616,1374,1039
296,792,1611,1358,1026
297,782,1601,1367,1029
298,838,1597,1461,1091
299,864,1630,1555,1166
300,869,1699,1589,1182
301,871,1732,1594,1181
302,860,1764,1587,1183
303,835,1776,1570,1167
304,810,1762,1548,1140
306,790,1732,1521,1107
307,777,1700,1495,1081
308,780,1687,1457,1049
309,817,1746,1458,1031
310,886,1788,1474,1045
311,956,1919,1615,1142
312,1008,2100,1872,1413
313,1022,2234,2052,1533
314,1089,2357,2162,1600
315,1175,2588,2304,1677
316,1210,2784,2391,1697
317,1153,2816,2450,1716
318,1178,2736,2465,1772
319,1302,2715,2462,1753
320,1405,2770,2442,1615
321,1434,2950,2512,1477
322,1427,3167,2573,1371
323,1381,3293,2477,1300
324,1361,3297,2334,1263
325,1359,3137,2167,1236
326,1292,2903,2022,1219
328,1203,2726,1952,1222
329,1122,2578,1906,1246
330,1039,2410,1816,1237
331,958,2230,1695,1191
332,886,2055,1580,1128
333,846,1933,1523,1103
334,825,1847,1479,1086
335,806,1790,1447,1080
336,787,1734,1412,1068
337,767,1677,1378,1049
338,749,1626,1341,1023
339,793,1632,1332,1005
340,864,1831,1519,1061
341,977,2201,1818,1229
342,989,2240,1796,1277
343,972,2183,1722,1241
344,956,2160,1724,1235
345,990,2149,1781,1315
346,1027,2127,1742,1317
347,1006,2044,1671,1283
348,949,1957,1632,1290
349,892,1878,1602,1343
351,843,1795,1563,1388
352,820,1744,1525,1373
353,824,1746,1514,1346
354,842,1768,1515,1314
355,873,1785,1505,1283
356,867,1805,1513,1272
357,843,1774,1510,1268
358,816,1723,1474,1226
359,799,1679,1424,1170
360,782,1650,1392,1127
361,778,1654,1394,1099
362,763,1651,1426,1098
363,746,1627,1439,1111
364,736,1601,1473,1173
365,731,1597,1540,1248
366,730,1657,1618,1315
367,741,1734,1656,1330
368,754,1769,1636,1294
369,777,1773,1601,1249
370,788,1759,1544,1204
371,798,1755,1499,1171
372,800,1740,1470,1151
374,793,1708,1445,1135
375,782,1666,1417,1113
376,763,1617,1383,1084
377,752,1615,1391,1084
378,750,1620,1387,1079
379,748,1610,1385,1084
380,747,1619,1412,1104
381,751,1633,1425,1118
382,774,1651,1437,1137
383,820,1705,1469,1161
384,873,1747,1514,1199
385,900,1790,1551,1236
386,885,1813,1558,1233
387,888,1823,1534,1201
388,907,1854,1538,1191
389,905,1851,1522,1172
390,873,1853,1508,1158
391,830,1820,1474,1137
392,801,1777,1437,1099
393,807,1763,1430,1062
394,818,1770,1461,1066
395,811,1731,1462,1092
397,801,1700,1451,1100
398,783,1644,1418,1093
399,765,1605,1390,1081
400,756,1582,1372,1109
401,751,1562,1373,1216
402,737,1531,1396,1336
403,718,1489,1385,1443
404,704,1463,1361,1474
405,719,1487,1380,1438
406,745,1526,1454,1455
407,756,1558,1531,1484
408,760,1604,1602,1490
409,769,1653,1616,1474
410,751,1624,1553,1407
411,727,1568,1490,1362
412,704,1520,1470,1314
413,690,1490,1443,1265
414,680,1462,1404,1219
415,671,1438,1364,1182
416,660,1401,1313,1130
417,648,1356,1256,1070
418,643,1343,1220,1025
420,646,1342,1199,990
421,661,1359,1197,971
422,670,1381,1219,980
423,673,1440,1298,1022
424,687,1519,1363,1054
425,723,1582,1414,1086
426,776,1710,1546,1154
427,817,1806,1637,1179
428,810,1839,1587,1132
429,793,1842,1520,1075
430,767,1791,1500,1032
431,738,1704,1443,1014
432,719,1616,1373,989
433,709,1550,1316,966
434,693,1497,1272,949
435,679,1453,1241,937
436,666,1416,1217,929
437,652,1383,1196,917
438,643,1355,1176,903
439,652,1336,1158,890
440,650,1316,1138,875
442,639,1289,1114,861
443,628,1262,1092,847
444,621,1244,1075,835
445,627,1237,1063,826
446,646,1270,1074,824
447,666,1324,1119,829
448,681,1371,1170,849
449,690,1411,1217,884
450,687,1420,1245,911
451,681,1425,1254,920
452,678,1410,1228,908
453,664,1372,1190,892
454,649,1335,1163,882
455,636,1302,1138,873
456,627,1268,1111,863
457,653,1251,1087,851
458,690,1276,1075,841
459,721,1351,1106,841
460,807,1468,1179,870
461,966,1747,1383,1017
462,1003,1947,1588,1211
463,942,1934,1584,1234
465,878,1844,1513,1196
466,826,1759,1464,1178
467,784,1676,1436,1133
468,749,1615,1397,1136
469,737,1580,1410,1207
470,748,1596,1430,1190
471,726,1560,1381,1157
472,697,1494,1312,1103
473,670,1422,1248,1047
474,656,1377,1204,1003
475,653,1342,1170,973
476,658,1317,1150,965
477,655,1312,1152,974
478,655,1324,1199,1035
479,670,1385,1264,1051
480,670,1392,1253,1027
481,659,1369,1236,1067
