height of setup:,63.87
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
33,25666,30098,28799,20985
35,26139,30235,28734,20333
36,26424,30266,28708,19210
37,26662,30260,28607,19033
38,26807,30266,28386,18361
39,26934,30122,28100,18375
40,27101,30039,27795,18216
41,26974,30005,27314,18283
42,26879,29930,26655,18326
43,26825,29808,26835,18663
44,26795,29516,26292,19466
45,26851,28844,25502,19518
46,26752,28077,24285,19072
47,27005,28123,23150,18080
48,27109,27698,21818,16957
49,26875,26656,20347,15824
50,26949,26133,19079,14887
51,26505,26659,18269,14056
52,25851,26980,18222,13300
53,25185,27239,18961,12853
54,24680,27384,19522,12525
55,23883,27581,19932,12021
57,23794,27418,20344,11693
58,23349,27138,20455,11563
59,22564,26808,20314,11516
60,21297,26320,19818,11458
61,19985,25600,18889,11067
62,19181,24661,17956,10877
63,17461,24015,17376,10958
64,15745,23175,16582,11007
65,14247,21888,15339,10637
66,13300,20710,13938,10615
67,12667,19580,12926,10270
68,11537,18644,12406,9606
69,10100,17882,12046,9224
70,8791,16997,11615,9077
71,7827,15974,10988,9159
72,7074,14772,10347,9314
73,6310,13625,10035,9691
74,5826,12765,10024,10145
75,5350,11984,9893,10452
76,4851,11174,9717,10524
77,4456,10389,9381,10429
78,4137,9530,8836,10319
79,3782,8652,8266,10051
81,3522,8178,8065,9750
82,3334,7705,7761,9227
83,3271,7411,7554,8651
84,3352,7127,7163,8116
85,3763,6927,6775,7520
86,4079,6896,6627,6895
87,4327,6970,6594,6152
88,4452,6962,6477,5436
89,4488,6962,6153,4859
90,4471,6822,5818,4398
91,4388,6608,5576,4099
92,4247,6365,5369,3952
93,4020,6094,5235,3952
94,3748,5798,5047,3963
95,3564,5508,4803,3918
96,3575,5322,4556,3883
97,3994,5227,4468,3916
98,4067,5320,4493,3981
99,3862,5718,4620,4115
100,3579,6273,5037,4530
101,3502,6836,5647,5395
102,3831,7408,6306,6373
103,4147,7643,6702,6767
105,4240,7692,6919,6689
106,4185,7625,6971,6412
107,4146,7446,6866,6063
108,4037,7124,6667,5689
109,3861,6718,6386,5298
110,3664,6346,6121,4887
111,3441,6024,5795,4531
112,3252,5710,5435,4275
113,3081,5372,5104,4211
114,2901,5058,4778,4171
115,2721,4780,4464,3968
116,2564,4546,4190,3773
117,2476,4301,3905,3609
118,2427,4046,3636,3457
119,2352,3858,3465,3395
120,2340,3760,3399,3280
121,2432,3701,3331,3086
122,2463,3640,3253,2873
123,2471,3580,3158,2673
124,2458,3492,3063,2542
125,2423,3400,2979,2453
126,2433,3383,2913,2390
128,2490,3403,2864,2415
129,2525,3369,2816,2644
130,2513,3279,2752,2884
131,2523,3200,2726,3105
132,2561,3164,2720,3276
133,2578,3127,2731,3430
134,2824,3100,2727,3542
135,3376,3108,2728,3499
136,3974,3372,2824,3394
137,4403,4261,3483,3482
138,4645,5279,4537,4113
139,4758,6016,5226,4596
140,4593,6362,5510,4751
141,4272,6280,5475,4776
142,3884,6063,5251,4642
143,3494,5774,4890,4360
144,3127,5488,4497,4012
145,2816,5187,4150,3630
146,2564,4857,3844,3301
147,2319,4568,3634,3060
148,2142,4264,3444,2802
150,2076,4007,3285,2622
151,2049,3806,3120,2492
152,2050,3687,3019,2446
153,2101,3618,2981,2477
154,2214,3560,2953,2497
155,2331,3491,2928,2489
156,2383,3508,2934,2456
157,2381,3731,3246,2620
158,2501,3979,3594,2895
159,2586,4096,3723,3004
160,2592,4134,3669,2972
161,2639,4100,3571,2868
162,2696,3975,3501,2689
163,2771,3801,3326,2569
164,2787,3692,3170,2445
165,2661,3777,3216,2363
166,2545,3890,3344,2403
167,2483,3961,3450,2437
168,2447,3987,3525,2495
169,2432,3996,3585,2609
170,2464,4037,3673,2768
171,2517,4075,3748,2915
173,2535,4088,3773,2969
174,2442,3941,3674,2900
175,2261,3679,3549,2700
176,2085,3451,3428,2441
177,1955,3246,3189,2210
178,1824,3048,2979,2027
179,1720,2881,2813,1901
180,1642,2752,2675,2211
181,1614,2694,2626,2259
182,1663,2687,2554,2129
183,1740,2659,2459,2059
184,1782,2653,2412,2048
185,1861,2765,2481,2127
186,1930,2890,2575,2406
187,1951,3029,2745,2868
188,1953,3168,2928,3234
189,1982,3310,3102,3443
190,1976,3396,3255,3578
191,1954,3409,3321,3602
192,1930,3378,3288,3539
193,1870,3308,3166,3416
194,1751,3242,3020,3196
196,1632,3163,2880,2968
197,1562,3094,2788,2784
198,1547,3025,2744,2654
199,1573,2913,2710,2566
200,1549,2750,2613,2463
201,1517,2622,2494,2362
202,1460,2536,2426,2277
203,1400,2469,2354,2169
204,1365,2409,2254,2064
205,1336,2324,2164,1952
206,1301,2237,2092,1846
207,1261,2162,2024,1769
208,1218,2091,1963,1707
209,1184,2012,1893,1632
210,1148,1904,1790,1531
211,1112,1811,1699,1443
212,1092,1748,1657,1393
213,1092,1729,1645,1351
214,1086,1736,1648,1323
215,1128,1748,1680,1316
216,1176,1769,1724,1322
218,1198,1790,1739,1314
219,1197,1783,1731,1369
220,1223,1952,1832,1540
221,1664,2939,2249,1511
222,2088,3610,2536,1413
223,2222,3877,2746,1378
224,2263,3941,2845,1440
225,2269,3826,2794,1496
226,2216,3645,2696,1530
227,2131,3452,2590,1546
228,2021,3249,2482,1547
229,1885,3059,2381,1545
230,1751,2879,2256,1516
231,1636,2728,2137,1463
232,1553,2605,2035,1409
233,1483,2505,1939,1365
234,1424,2401,1851,1328
235,1396,2300,1794,1326
236,1363,2209,1754,1330
237,1350,2142,1734,1322
238,1440,2102,1725,1305
239,1564,2094,1744,1308
241,1638,2096,1773,1335
242,1676,2125,1792,1358
243,1683,2154,1808,1370
244,1675,2167,1835,1375
245,1637,2163,1862,1372
246,1605,2191,1865,1367
247,1544,2231,1879,1385
248,1483,2235,1887,1424
249,1437,2197,1875,1449
250,1407,2148,1847,1449
251,1343,2050,1776,1435
252,1265,1955,1740,1360
253,1215,1895,1707,1281
254,1179,1846,1669,1238
255,1139,1799,1632,1232
256,1109,1737,1595,1219
257,1064,1653,1533,1190
258,1032,1586,1490,1178
259,1012,1540,1461,1191
260,997,1511,1475,1628
261,1024,1551,1638,1988
262,1171,1749,1851,2090
264,1220,1829,1910,2051
265,1201,1815,1926,1991
266,1182,1802,1924,1931
267,1182,1804,1903,1867
268,1180,1791,1845,1766
269,1165,1762,1762,1654
270,1123,1745,1687,1551
271,1081,1701,1636,1468
272,1067,1670,1603,1415
273,1032,1612,1546,1350
274,985,1534,1492,1286
275,954,1477,1449,1239
276,935,1432,1398,1188
277,910,1382,1355,1146
278,885,1331,1322,1109
279,871,1290,1293,1069
280,874,1266,1271,1038
281,882,1254,1253,1009
282,893,1264,1247,991
283,904,1276,1242,974
284,956,1333,1244,961
285,1072,1528,1342,961
287,1186,1748,1576,1043
288,1220,1891,1731,1163
289,1223,1953,1799,1229
290,1209,1951,1821,1272
291,1221,1947,1822,1291
292,1229,1930,1785,1287
293,1208,1911,1754,1275
294,1194,1891,1739,1259
295,1178,1861,1723,1228
296,1140,1799,1668,1204
297,1080,1700,1585,1181
298,1050,1613,1518,1164
299,1036,1552,1465,1144
300,1023,1514,1428,1132
301,1009,1496,1408,1131
302,1014,1499,1394,1129
303,1040,1550,1391,1112
304,1086,1603,1384,1087
305,1105,1600,1371,1064
306,1079,1560,1352,1045
307,1061,1516,1326,1031
308,1054,1488,1307,1023
310,1046,1469,1295,1017
311,1044,1456,1289,1015
312,1045,1450,1285,1012
313,1046,1456,1291,1010
314,1043,1474,1312,1018
315,1056,1507,1354,1059
316,1095,1586,1435,1126
317,1122,1660,1508,1182
318,1116,1685,1545,1217
319,1094,1657,1502,1198
320,1041,1576,1420,1133
321,976,1475,1331,1072
322,922,1388,1259,1026
323,883,1319,1207,992
