height of setup:,63.87
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
324,856,1270,1175,1050
325,838,1244,1175,1159
326,832,1261,1224,1228
327,834,1285,1281,1212
328,833,1288,1303,1172
329,847,1297,1322,1148
330,873,1308,1343,1137
332,896,1322,1356,1137
333,928,1347,1358,1129
334,954,1378,1359,1112
335,964,1398,1364,1101
336,962,1402,1357,1090
337,948,1388,1337,1076
338,936,1372,1311,1065
339,918,1350,1294,1059
340,901,1333,1283,1056
341,887,1310,1277,1052
342,877,1289,1263,1045
343,868,1273,1248,1039
344,866,1271,1244,1035
345,879,1299,1251,1026
346,919,1373,1291,1022
347,958,1436,1344,1026
348,987,1485,1382,1053
349,1010,1522,1404,1104
350,1024,1547,1415,1126
351,1020,1562,1419,1123
352,1007,1552,1409,1115
353,978,1503,1373,1099
355,936,1437,1323,1070
356,894,1373,1280,1049
357,863,1315,1244,1027
358,852,1274,1213,1002
359,849,1237,1186,976
360,866,1235,1172,959
361,890,1258,1186,955
362,901,1293,1216,961
363,902,1303,1225,962
364,888,1287,1215,962
365,865,1256,1202,962
366,840,1222,1188,963
367,819,1194,1175,961
368,808,1180,1162,954
369,801,1170,1154,946
370,806,1173,1151,941
371,835,1203,1165,940
372,857,1242,1196,945
373,861,1260,1220,948
374,848,1258,1226,938
375,832,1248,1218,929
376,826,1242,1211,930
378,819,1227,1191,920
379,808,1202,1158,899
380,793,1170,1117,873
381,771,1132,1078,848
382,756,1104,1050,829
383,749,1091,1036,832
384,764,1104,1048,830
385,770,1109,1060,817
386,757,1097,1056,808
387,757,1097,1061,813
388,765,1114,1091,838
389,769,1134,1119,864
390,774,1151,1136,881
391,779,1161,1142,904
392,787,1164,1139,930
393,804,1173,1130,927
394,802,1184,1123,927
395,804,1188,1120,939
396,813,1210,1159,981
397,829,1270,1260,1066
398,824,1290,1289,1098
399,803,1265,1263,1073
401,781,1226,1223,1031
402,763,1189,1180,987
403,752,1160,1143,952
404,746,1136,1115,924
405,773,1125,1098,908
406,809,1136,1092,904
407,828,1145,1098,904
408,840,1150,1103,906
409,844,1153,1105,909
410,846,1161,1124,931
411,844,1179,1167,971
412,837,1197,1203,990
413,833,1211,1206,969
414,816,1198,1182,938
415,791,1176,1160,912
416,771,1153,1136,885
417,755,1131,1119,867
418,743,1114,1108,855
419,741,1105,1100,848
420,744,1101,1094,852
421,746,1099,1090,865
422,746,1096,1085,876
424,768,1106,1090,957
425,838,1125,1105,1204
426,926,1162,1144,1503
427,1014,1206,1195,1752
428,1108,1252,1261,1937
429,1198,1308,1335,1987
430,1293,1377,1433,1951
431,1391,1450,1524,1887
432,1423,1531,1595,1803
433,1373,1621,1648,1708
434,1282,1693,1688,1614
435,1207,1732,1710,1537
436,1156,1749,1712,1483
437,1129,1758,1703,1427
438,1123,1754,1681,1374
439,1130,1744,1644,1327
440,1143,1738,1627,1295
441,1147,1739,1626,1283
442,1190,1747,1631,1280
443,1317,1762,1636,1288
444,1392,1799,1646,1286
446,1378,1820,1666,1278
447,1338,1858,1720,1292
448,1305,1889,1740,1322
449,1257,1882,1729,1329
450,1198,1846,1711,1331
451,1155,1814,1690,1330
452,1128,1796,1676,1325
453,1106,1778,1666,1324
454,1082,1749,1645,1312
455,1041,1691,1599,1292
456,994,1611,1526,1262
457,965,1549,1467,1216
458,941,1501,1419,1165
459,913,1454,1372,1126
460,891,1416,1336,1092
461,884,1393,1310,1058
462,893,1385,1298,1044
463,911,1397,1317,1051
464,922,1421,1340,1045
465,924,1438,1341,1028
466,919,1450,1330,1008
467,909,1444,1309,990
469,886,1420,1285,977
470,851,1383,1261,959
471,824,1359,1248,938
472,805,1333,1232,920
473,790,1308,1217,914
474,781,1294,1211,917
475,771,1260,1177,913
476,751,1209,1132,897
477,732,1162,1091,876
478,721,1127,1058,855
479,731,1120,1040,839
480,767,1167,1056,832
481,813,1233,1083,835
