height of setup:,64.12
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
37,26685,29893,28933,23464
38,27027,30022,28928,23827
39,27155,30147,28834,23651
40,27325,30226,28709,23242
41,27480,30284,28438,22762
42,27507,30154,28126,21989
43,27371,30078,27714,20886
44,27210,30026,27232,19633
46,27225,30030,26783,18317
47,27133,29848,25999,17086
48,27056,29872,25711,16450
49,26538,29412,25309,15840
50,25997,29068,24969,16789
51,25859,28914,25201,17491
52,25327,28276,24634,16824
53,24892,27747,23934,15769
54,24711,27592,24056,15502
55,24601,27447,24276,15426
56,24980,27025,24018,15527
57,25212,26608,23282,15506
58,25207,26056,22479,15089
59,24881,25343,21634,14465
60,24356,24576,20879,13405
61,23716,23878,20250,12185
62,22996,23404,19646,11050
63,21975,23500,19235,10347
64,20590,23354,19510,11016
65,18813,23139,19652,11826
66,17760,22576,19135,11320
67,16668,21976,18754,10493
69,15797,21272,18053,10020
70,14691,20575,16942,9506
71,13147,19542,15417,8708
72,11556,18205,13730,7951
73,10242,16939,12281,7487
74,9287,15608,10955,7226
75,9735,14519,9916,7053
76,9650,13848,9211,6913
77,9510,13538,8720,6815
78,9097,12934,8224,6462
79,8473,12588,8081,6213
80,8014,12101,8078,5965
81,8000,11717,8125,5642
82,8040,11086,7993,5224
83,7886,10483,7674,5042
84,7613,9695,6941,4832
85,7021,9452,6370,4602
86,6567,9305,6091,4445
87,6836,9159,5933,4362
88,7155,9140,5932,4380
89,7129,8998,5904,4404
90,6713,8665,5710,4251
92,6078,8226,5544,4146
93,5462,7793,5476,4165
94,4897,7558,5433,4120
95,5510,7408,5450,3988
96,6699,7720,5591,3901
97,7153,8655,5990,4047
98,7351,9291,6350,4332
99,7402,9618,6644,4667
100,7220,9574,6690,4769
101,6842,9202,6563,4765
102,6367,8584,6202,4606
103,5655,7745,5669,4315
104,4871,6835,5032,3986
105,4206,6013,4410,3533
106,3695,5328,3925,3159
107,3390,4875,3606,2920
108,3160,4566,3415,2758
109,2949,4300,3282,2634
110,2799,4020,3162,2550
111,2760,3807,3030,2517
112,2664,3610,2946,2490
113,2513,3474,2916,2444
115,2413,3449,2960,2418
116,2418,3475,3029,2492
117,2429,3491,3136,2642
118,2496,3568,3322,2759
119,2540,3599,3369,2760
120,2506,3534,3304,2721
121,2422,3437,3228,2678
122,2374,3331,3157,2660
123,2397,3258,3074,2668
124,2428,3252,3031,2639
125,2627,3281,3025,2581
126,2957,3364,3054,2511
127,3201,3578,3107,2426
128,3480,3660,3064,2351
129,3600,3578,2938,2251
130,3796,3555,2843,2142
131,4382,3974,2984,2118
132,4924,5044,3948,2688
133,5164,5661,4379,2986
134,4947,6026,4525,3072
135,4572,6267,4684,3200
136,4395,6515,4938,3350
138,4235,6703,5045,3395
139,4141,6642,4905,3342
140,4097,6417,4668,3198
141,3988,6116,4440,3087
142,3876,5847,4323,2936
143,3723,5659,4334,2696
144,3561,5481,4385,2446
145,3395,5297,4255,2195
146,3184,5002,3961,2006
147,2927,4566,3645,1886
148,2786,4142,3314,1795
149,2881,3876,3079,1729
150,3005,3728,2968,1690
151,3087,3611,2909,1656
152,3026,3502,2846,1722
153,2819,3345,2778,1874
154,2600,3201,2723,1892
155,2385,3058,2662,1887
156,2236,2930,2574,1884
157,2162,2825,2496,1861
158,2099,2755,2422,1847
159,2050,2659,2338,1877
161,1993,2572,2274,1898
162,1921,2480,2204,1855
163,1855,2409,2170,1934
164,1811,2367,2167,2715
165,1747,2313,2168,3560
166,1659,2249,2160,3852
167,1583,2184,2119,3682
168,1534,2143,2090,3386
169,1525,2132,2073,3111
170,1530,2123,2052,2847
171,1566,2138,2045,2646
172,1594,2163,2049,2526
173,1617,2213,2122,2443
174,1632,2290,2218,2401
175,1658,2344,2300,2439
176,1682,2399,2354,2416
177,1664,2415,2373,2323
178,1629,2388,2355,2218
179,1625,2382,2331,2150
180,1717,2441,2375,2085
