height of setup:,104.24
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
107,1198,1458,1576,1704
108,1144,1450,1781,2189
110,1090,1446,1957,2250
111,1073,1774,2034,2140
112,1195,2123,2312,2067
113,1507,2429,2606,2405
114,1740,2714,2903,2736
115,2105,3031,3101,3015
116,2240,3278,3192,3084
117,2258,3280,3133,2969
118,2193,3106,2946,2808
119,2046,2861,2719,2630
120,1853,2592,2504,2462
121,1698,2324,2263,2267
122,1616,2104,2045,2075
123,1568,1991,1895,1934
124,1473,1927,1863,2007
125,1363,1905,1832,2027
126,1297,1860,1905,2066
127,1356,1884,2000,2201
128,1467,2143,2295,2303
129,1548,2752,2708,2565
130,1479,2906,3227,3142
131,1466,2963,3451,3564
133,1415,3113,3732,3696
134,1440,3068,3761,3710
135,1342,2776,3471,3627
136,1271,2528,3118,3396
137,1379,2657,3052,3251
138,1437,2668,3136,3316
139,1505,2600,2984,3185
140,1512,2436,2724,2916
141,1448,2250,2461,2640
142,1350,2045,2199,2362
143,1335,1882,1965,2122
144,1802,2196,2059,2001
145,2010,2602,2555,2438
146,2021,2748,2621,2632
147,2105,2941,2713,2621
148,2129,3113,2712,2583
149,2167,3150,2613,2477
150,2148,3174,2617,2339
151,2184,3237,2899,2523
152,2045,3140,3123,3058
153,2044,3054,3045,3128
155,1966,3031,3108,3167
156,1803,2769,2901,3029
157,1617,2459,2579,2742
158,1466,2182,2277,2451
159,1517,2000,2026,2196
160,1634,2392,2238,2121
161,1609,2524,2615,2425
162,1704,2539,2764,2681
163,1719,2497,2689,2663
164,1752,2356,2503,2517
165,1725,2179,2271,2308
166,1634,2047,2094,2114
167,1541,1953,1998,1971
168,1461,1871,1933,1867
169,1421,1812,1866,1780
170,1841,2028,1812,1720
171,2210,2578,2070,1710
172,2430,2981,2258,1777
173,2513,3003,2240,1742
174,2485,2927,2130,1683
175,2391,2844,2180,1753
176,2251,2767,2305,1911
178,2154,2652,2312,2160
179,2142,2766,2379,2296
180,2203,2926,2697,2359
181,2228,3026,2742,2245
182,2245,2855,2539,2090
183,2141,2632,2406,1968
184,2116,2573,2351,1820
185,2116,2498,2140,1677
186,1996,2281,1942,1570
187,1802,2057,1758,1462
188,1623,1865,1614,1378
189,1475,1710,1500,1310
190,1355,1583,1409,1254
191,1260,1481,1335,1206
192,1189,1411,1287,1171
193,1153,1376,1259,1149
194,1136,1360,1251,1145
195,1124,1364,1268,1167
196,1122,1390,1319,1198
197,1116,1401,1359,1249
198,1098,1416,1418,1390
199,1105,1444,1479,1594
201,1113,1505,1529,1638
202,1181,1592,1594,1642
203,1198,1697,1762,1720
204,1253,1715,1820,1694
205,1190,1616,1695,1564
206,1114,1497,1551,1442
207,1046,1388,1422,1335
208,998,1319,1332,1256
209,980,1276,1289,1249
210,1144,1433,1386,1384
211,1243,1624,1667,1655
212,1258,1679,1869,1930
213,1221,1689,1941,2016
214,1163,1624,1864,1944
215,1100,1535,1727,1797
216,1041,1432,1580,1639
217,1022,1347,1459,1517
218,1022,1339,1391,1415
219,1140,1395,1383,1352
220,1384,1775,1613,1386
221,1403,2037,1940,1589
223,1367,1994,1975,1684
224,1293,1871,1863,1624
225,1198,1712,1710,1513
226,1112,1563,1559,1434
227,1047,1444,1439,1353
228,993,1348,1339,1278
229,951,1273,1259,1212
230,958,1248,1215,1170
231,969,1299,1232,1179
232,1004,1303,1253,1207
233,1065,1309,1279,1231
234,1068,1299,1303,1256
235,1036,1273,1277,1240
236,987,1228,1221,1186
237,944,1179,1169,1134
238,912,1155,1141,1096
239,1114,1237,1215,1151
240,1725,1831,1302,1211
241,2070,2193,1378,1225
242,2112,2367,1643,1338
243,2018,2304,1765,1478
244,1858,2189,1775,1532
246,1811,2040,1740,1546
247,2036,1888,1650,1507
248,1956,1778,1521,1414
249,1780,1643,1408,1321
250,2027,1678,1341,1262
251,2320,2175,1805,1573
252,2173,2238,2052,1948
253,1959,2109,1984,1945
254,1784,1997,1880,1851
255,1603,1836,1731,1708
256,1451,1676,1575,1554
257,1323,1529,1434,1420
258,1236,1437,1332,1326
259,1172,1384,1296,1314
260,1124,1347,1285,1316
261,1078,1300,1255,1266
262,1050,1294,1239,1224
263,1018,1256,1200,1176
264,982,1209,1165,1137
265,960,1187,1151,1112
266,947,1209,1248,1205
267,929,1206,1262,1195
269,907,1175,1230,1164
270,902,1141,1181,1123
271,908,1147,1155,1107
272,917,1154,1160,1113
273,922,1143,1146,1107
274,933,1140,1126,1086
275,965,1148,1105,1055
276,995,1199,1103,1063
277,1009,1232,1154,1152
278,992,1233,1185,1181
279,952,1190,1153,1141
280,914,1143,1114,1096
281,883,1107,1090,1065
282,870,1090,1073,1054
283,863,1106,1090,1050
284,862,1117,1147,1098
285,898,1141,1165,1125
286,932,1174,1185,1134
287,956,1183,1181,1120
288,960,1179,1164,1098
289,935,1159,1153,1108
290,920,1162,1138,1093
292,890,1125,1097,1054
293,857,1081,1054,1015
294,826,1036,1014,982
295,806,1009,990,956
296,790,988,971,936
