height of setup:,104.24
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
1,1099,1618,1741,1524
2,1037,1509,1644,1498
3,993,1428,1545,1430
4,965,1366,1465,1364
5,936,1306,1387,1315
6,904,1257,1330,1347
7,900,1251,1383,1472
8,903,1303,1526,1586
9,885,1282,1487,1543
10,865,1261,1409,1479
11,849,1238,1379,1428
12,859,1334,1849,1774
13,985,1659,2396,2790
14,1011,1618,2274,2809
15,992,1527,2069,2592
16,966,1448,1890,2357
18,947,1455,2072,3238
19,980,1729,2779,4121
20,1150,1950,2997,4338
21,2115,2479,3086,4356
22,2322,2892,3202,4083
23,3110,3679,3046,3689
24,3596,3707,2813,3319
25,3502,3434,2857,3079
26,3213,3156,2893,3527
27,2888,2978,2926,3614
28,2636,2846,2876,3644
29,2665,2658,2703,3470
30,2544,2686,2794,3237
31,2402,2896,2920,3015
32,2565,4031,3433,2814
33,2698,5014,5729,3908
34,2624,4819,5832,5778
35,2640,4727,5537,6385
36,3279,5583,6370,6615
37,3665,6388,7824,6964
38,3912,6754,8209,7938
39,3858,7556,8736,8348
41,3692,8700,10070,8836
42,4192,9010,10091,9063
43,4312,8666,9074,8798
44,4208,8465,8786,8830
45,3912,7942,8539,8150
46,3682,7387,7679,7240
47,3660,6927,7120,6762
48,3543,6492,6680,6520
49,3602,6342,6412,6216
50,3569,6270,6385,6097
51,3203,6683,8177,6269
52,2813,6291,10204,9029
53,2553,5631,10619,10918
54,2364,4969,10217,11258
55,2217,4365,9216,10674
56,2079,3982,8230,9926
57,2294,4804,8746,8973
58,2691,5076,8981,8099
59,3037,5046,8473,7621
60,3438,5682,7813,7248
61,4096,6682,7699,7036
62,4639,7393,7673,6558
64,4765,8209,7554,6281
65,4350,8417,7610,6598
66,3829,7722,7462,7011
67,3369,7300,7451,7245
68,2993,6489,6873,7176
69,2685,5761,6118,6701
70,2907,5877,5906,6324
71,3111,6007,6070,6287
72,2973,5875,6363,6630
73,2912,5709,6363,6713
74,2936,5865,6105,6353
75,3229,6244,5806,6256
76,3416,6644,6038,6372
77,3700,6761,6066,5955
78,3730,6354,5530,5371
79,3459,5629,4850,4762
80,3074,4871,4180,4193
81,2701,4181,3585,3686
82,2372,3588,3076,3239
83,2118,3182,2699,2872
84,1933,2846,2389,2575
85,1778,2560,2161,2369
87,1647,2320,1986,2188
88,1542,2125,1846,2027
89,1463,1989,1758,1937
90,1393,1912,1730,1883
91,1342,1827,1650,1778
92,1326,1729,1567,1680
93,1273,1640,1506,1606
94,1222,1570,1454,1537
95,1170,1501,1400,1471
96,1123,1443,1354,1416
97,1102,1397,1321,1393
98,1182,1543,1319,1419
99,1484,1678,1353,1427
100,1575,1698,1395,1432
101,1519,1658,1392,1404
102,1411,1572,1354,1420
103,1321,1511,1396,1514
104,1249,1439,1365,1480
105,1197,1380,1319,1407
106,1221,1430,1395,1466
