height of setup:,109.91
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
1,800,1453,1724,1694
2,794,1404,1637,1584
3,784,1369,1813,1733
4,1175,1957,3090,2615
5,1399,2326,3906,4300
6,1352,2291,3671,4377
7,1253,2104,3265,3974
8,1303,2079,2971,3513
9,1617,2997,4524,3160
10,1521,3061,5685,4318
11,1366,2759,5303,4311
12,1228,2449,4668,3970
13,1114,2236,4247,3538
14,1047,2219,4177,3371
15,1153,2623,3868,2996
16,1789,2617,3408,2633
18,1896,2471,3092,2328
19,1840,2592,3317,2755
20,1773,2799,3818,3601
21,1816,3434,4830,4731
22,1824,3759,5644,5825
23,1957,4398,6816,6279
24,2404,5520,7659,6507
25,2893,6622,8172,6620
26,2963,6901,8537,6503
27,2734,6454,8017,6034
28,2453,6028,7276,5465
29,2193,5784,6525,5022
30,1977,5293,6185,4828
31,2070,4925,6113,4944
32,2307,5315,6076,4952
33,2549,5938,5710,5096
34,2908,6361,6091,5421
35,3524,6762,6754,5763
36,4084,7338,6842,6179
37,4748,7628,6596,6356
38,5099,8200,6495,5935
39,4792,8506,7103,5476
41,4330,8322,7430,5352
42,3778,7865,7466,5676
43,3515,8326,8278,6234
44,4201,9215,9457,6816
45,3950,9639,10781,7827
46,4429,9758,10636,7645
47,4296,9472,9979,7308
48,3979,8680,9183,7129
49,3711,7979,8289,6856
50,3595,7223,7503,6595
51,3368,6478,6847,6566
52,3179,5960,6216,6372
53,3370,5848,5851,6209
54,3371,6192,6277,6099
55,3623,6236,6305,6210
56,4252,6937,7172,6435
57,4104,6949,7046,6918
58,4324,7583,7022,6745
59,5378,8579,7272,6502
60,5808,8435,6840,6286
61,5725,7990,6607,6121
62,5242,7600,6516,5760
64,4556,7128,6164,5470
65,3916,6519,5936,5498
66,3357,6097,6267,5900
67,2871,5398,5946,6339
68,2483,4769,5337,5957
69,2186,4312,4744,5404
70,2220,4521,4428,4906
71,3315,5115,4379,4474
72,3572,4997,4181,4114
73,3418,4755,3965,3766
74,3245,4591,3927,3507
75,3169,4720,4203,3559
76,2946,4696,4454,3842
77,2825,4405,4849,3827
78,2902,4504,4857,3616
79,2682,4281,4540,3400
80,2507,3929,4103,3187
81,2346,3647,3748,2965
82,2232,3659,3758,3169
83,2107,3744,3536,3367
84,2144,3833,3390,3204
85,2332,3688,3269,3133
87,2889,4283,3580,3139
88,2891,4396,3933,2959
89,2682,4729,4034,2873
90,2479,4728,4136,3002
91,2398,4476,4233,3606
92,2283,4318,4680,3916
93,2173,4126,5031,4063
94,2228,4066,5467,4654
95,2358,4253,5364,4650
96,2459,4480,5384,5079
97,2468,5011,5418,5602
98,2555,5416,5652,5936
99,2678,5727,6006,6160
100,2591,5778,6547,6354
101,2533,5474,6555,6277
102,2415,5100,6181,5986
103,2429,4837,5782,5839
104,2243,4366,5321,5531
105,2237,4294,5109,5116
106,2261,4506,5125,4843
107,2361,4701,5013,4587
108,2288,4575,5016,4205
110,2093,4266,4931,4064
111,1873,3992,4677,4078
112,1722,3757,4398,4208
113,1658,3697,4393,4142
114,1890,3892,4732,4074
115,2099,4132,4959,3819
116,2280,4321,5013,3792
117,2407,4400,5064,3995
118,2338,4279,4935,4153
119,2177,3947,4686,4143
120,2032,3788,4370,3754
121,1987,3815,4206,3438
122,1998,3722,4009,3378
123,1960,3537,3777,3280
124,1804,3347,3555,3152
125,1651,3127,3487,3164
126,1596,2969,3338,3121
127,1599,2923,3219,3006
128,1495,2819,3305,3032
129,1371,2588,3200,3035
130,1267,2393,3094,2896
131,1193,2427,3066,2802
133,1280,2626,3110,2718
134,1477,2819,3020,2510
135,1572,2877,2980,2316
136,1541,2852,2948,2112
137,1454,2674,2915,1931
138,1439,2569,2811,1855
139,1557,2746,2737,1832
140,2428,3341,2984,1724
141,2581,3708,3115,1838
142,2370,3700,3152,2072
143,2127,3394,3034,2219
144,1901,3075,2835,2228
145,1737,2919,2760,2199
146,1713,2853,2723,2067
147,1651,2726,2765,1907
148,1746,2615,2803,1742
149,1835,2810,2864,1627
150,1923,3338,3352,2038
151,1901,3630,3794,2416
152,1792,3577,3930,2481
153,1710,3294,3698,2859
154,1680,2983,3432,3039
156,2061,3201,3144,2812
157,1933,3393,3442,2925
158,1728,3065,3162,2813
159,1539,2739,2887,2568
160,1690,2678,2696,2359
161,1628,2753,2845,2453
162,1618,2864,3046,2558
163,1635,3116,3316,2490
164,1631,3126,3458,2399
165,1781,3200,3462,2244
166,1936,3365,3376,2047
167,2113,3388,3074,1871
