height of setup:,109.91
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
168,2007,3097,2736,1751
169,1804,2770,2441,1635
170,1619,2466,2204,1510
171,1548,2629,2007,1399
172,2310,3994,1962,1311
173,2318,4271,2561,1254
174,2147,3960,2462,1205
175,1915,3496,2223,1157
176,1702,3057,1998,1118
177,1539,2731,1857,1107
179,1427,2513,1781,1119
180,1392,2337,1676,1120
181,1355,2187,1581,1103
182,1282,2020,1510,1089
183,1202,1868,1445,1075
184,1137,1744,1390,1060
185,1097,1648,1344,1036
186,1059,1569,1309,1007
187,1027,1494,1276,985
188,1003,1437,1239,971
189,1068,1455,1249,997
190,1208,1806,1623,1173
191,1259,1970,1922,1502
192,1255,2022,2018,1676
193,1237,2024,2007,1677
194,1223,2011,1989,1621
195,1197,1975,1990,1606
196,1167,1912,1963,1620
197,1282,1960,1911,1613
198,1350,2168,1930,1588
199,1333,2363,2150,1582
200,1254,2341,2333,1688
202,1220,2240,2339,1796
203,1299,2303,2448,1842
204,1272,2246,2527,1830
205,1278,2191,2420,1814
206,1296,2134,2292,1807
207,1292,2096,2224,1775
208,1244,2011,2175,1753
209,1183,1965,2118,1745
210,1111,1938,2065,1664
211,1151,1900,2039,1650
212,1166,1880,1972,1809
213,1226,1901,1969,1842
214,1228,2053,2059,1932
215,1159,2034,2082,1937
216,1082,1890,1972,1841
217,1153,1832,1906,1780
218,1261,2015,2032,1794
219,1274,2090,2134,1827
220,1367,2213,2186,1744
221,1374,2236,2274,1703
222,1328,2137,2198,1719
224,1363,2282,2096,1704
225,1410,2303,2051,1679
226,1604,2283,1980,1583
227,1633,2209,1997,1607
228,1574,2330,2373,1935
229,1533,2524,2541,2047
230,1581,2706,2587,2021
231,1530,2660,2556,1986
232,1456,2533,2449,1875
233,1414,2416,2407,1788
234,1404,2332,2441,1852
235,1353,2256,2576,2044
236,1360,2208,2490,2094
237,1283,2249,2477,2076
238,1223,2301,2475,2067
239,1189,2344,2390,2001
240,1228,2363,2335,1905
241,1324,2401,2345,1803
242,1321,2394,2377,1814
243,1322,2340,2345,1808
244,1274,2263,2243,1723
245,1256,2223,2180,1613
247,1321,2366,2422,1638
248,1289,2595,2319,1681
249,1225,2514,2192,1690
250,1187,2409,2182,1694
251,1119,2252,2123,1684
252,1074,2081,1990,1586
253,1080,1943,1872,1532
254,1053,1829,1802,1531
255,1029,1756,1743,1531
256,1015,1715,1755,1688
257,1015,1687,1770,1661
258,1150,1739,1816,1640
259,1240,1763,1833,1596
260,1227,1761,1788,1540
261,1222,1785,1759,1502
262,1144,1711,1714,1478
263,1082,1638,1628,1418
264,1010,1590,1607,1396
265,964,1532,1616,1413
266,1063,1646,1641,1429
267,1122,1713,1721,1471
268,1080,1698,1807,1559
270,1074,1740,1880,1616
271,1035,1743,1985,1676
272,1021,1708,1980,1709
273,969,1654,1923,1754
274,930,1606,1786,1747
275,923,1622,1716,1651
276,943,1679,1685,1529
277,1042,1729,1620,1404
278,1208,1877,1595,1307
279,1204,1797,1505,1249
280,1128,1690,1438,1227
281,1140,1655,1445,1205
282,1186,1789,1645,1359
283,1160,1830,1786,1485
284,1127,1774,1769,1548
285,1189,1781,1740,1543
286,1191,1865,1800,1556
287,1157,1871,1889,1582
288,1144,1914,1880,1477
289,1175,1895,1815,1407
290,1139,1853,2026,1460
291,1084,1904,2133,1442
293,1050,1897,2084,1344
294,1039,1869,2013,1241
295,1048,1809,1947,1157
296,1115,1903,1925,1146
297,1174,1944,1932,1215
298,1259,1997,2022,1336
299,1470,2230,2345,1548
300,1428,2179,2453,1749
301,1388,2101,2329,1768
302,1345,2145,2307,1718
303,1326,2104,2319,1751
304,1299,2078,2271,1785
305,1374,2130,2267,1816
306,1307,2168,2330,1945
307,1262,2052,2220,1967
308,1271,2008,2152,1913
309,1188,1910,2046,1829
310,1114,1870,1996,1744
311,1064,1816,1958,1712
312,1065,1740,1898,1801
313,1095,1699,2077,1878
314,1133,1701,2250,2037
316,1140,1730,2205,1998
317,1133,1693,2123,1950
318,1138,1693,2049,1866
319,1089,1642,1942,1740
320,1024,1562,1820,1634
321,981,1491,1712,1535
322,966,1440,1625,1459
323,1132,1593,1678,1436
324,1194,1835,1968,1623
325,1186,1947,2191,1774
326,1179,2043,2349,1817
327,1154,2047,2407,1911
328,1127,2068,2470,2028
329,1102,2005,2425,2104
330,1048,1873,2254,2072
331,997,1755,2087,2018
332,962,1680,1970,1919
333,1053,1725,1875,1803
334,1138,1843,1909,1746
335,1152,1901,1966,1750
336,1142,1918,2001,1749
338,1131,1910,2030,1728
339,1136,1896,1951,1626
340,1104,1806,1846,1506
341,1053,1717,1747,1422
342,1025,1634,1652,1333
343,1011,1602,1668,1302
344,1048,1615,1690,1294
345,1229,1606,1708,1334
346,1243,1601,1696,1485
347,1170,1601,1667,1560
348,1114,1575,1621,1539
349,1065,1523,1570,1441
350,1027,1443,1492,1363
351,981,1397,1435,1305
352,944,1387,1419,1300
353,905,1357,1412,1299
354,865,1315,1379,1248
355,829,1268,1341,1212
356,798,1225,1306,1184
357,820,1191,1258,1154
358,842,1278,1306,1143
359,879,1398,1483,1302
361,862,1421,1575,1466
362,827,1369,1565,1492
363,806,1321,1524,1453
364,818,1356,1535,1442
365,829,1387,1575,1487
366,859,1443,1707,1544
367,921,1566,1730,1511
368,979,1626,1655,1400
369,993,1609,1556,1295
370,975,1533,1447,1211
371,941,1446,1365,1168
372,921,1385,1376,1167
373,928,1371,1392,1160
374,968,1436,1479,1209
375,1044,1498,1541,1253
376,1248,1574,1507,1267
377,1345,1593,1439,1244
378,1286,1522,1356,1180
379,1185,1426,1275,1113
380,1086,1334,1209,1056
381,1006,1261,1161,1016
382,1064,1244,1186,1000
384,1184,1310,1256,1014
385,1174,1424,1366,1022
386,1123,1424,1474,1032
387,1103,1434,1831,1124
388,1097,1523,2149,1197
389,1041,1547,2468,1280
390,967,1467,2351,1621
391,933,1410,2154,1652
392,972,1419,2019,1613
393,1022,1528,1993,1602
394,975,1510,1947,1626
395,931,1436,1918,1604
396,920,1406,1858,1584
397,924,1403,1803,1583
398,1085,1432,1793,1574
399,1220,1534,1784,1525
400,1243,1572,1699,1418
401,1200,1536,1589,1303
402,1145,1507,1518,1210
403,1093,1501,1469,1137
404,1050,1496,1424,1089
405,994,1454,1417,1108
407,945,1404,1401,1124
408,911,1369,1427,1176
409,966,1489,1536,1251
410,985,1571,1694,1449
411,968,1566,1771,1561
412,941,1545,1789,1646
413,936,1522,1750,1637
414,931,1532,1763,1640
415,930,1507,1808,1727
416,1030,1570,1856,1840
417,1138,1716,1942,2006
418,1213,1834,2145,2257
419,1255,2018,2411,2435
420,1347,2128,2503,2475
421,1406,2211,2542,2289
422,1333,2151,2469,2139
423,1226,1982,2268,2004
424,1190,1854,2074,1849
425,1152,1770,1921,1717
426,1078,1679,1832,1630
427,1042,1633,1775,1599
429,1007,1624,1763,1625
430,1116,1637,1750,1616
431,1388,1903,1797,1588
432,1453,2076,1902,1614
433,1497,2191,1942,1632
434,1424,2284,2088,1703
435,1299,2188,2176,1807
436,1182,2011,2183,1866
437,1084,1851,2135,1915
438,1095,1755,2072,1993
439,1256,2006,2173,2059
440,1251,2067,2223,2133
441,1227,2071,2233,2118
442,1253,2113,2285,2094
443,1381,2365,2456,2161
444,1372,2433,2561,2216
445,1393,2326,2465,2162
446,1498,2388,2480,2164
447,1538,2474,2559,2214
448,1480,2444,2539,2209
449,1396,2335,2530,2143
450,1321,2213,2468,1966
452,1257,2146,2351,1804
453,1183,2063,2259,1641
454,1099,1917,2089,1497
455,1091,1772,1884,1383
456,1047,1628,1707,1291
457,995,1531,1578,1232
458,980,1455,1488,1187
459,1071,1586,1542,1190
460,1106,1774,1694,1215
461,1054,1805,1827,1329
462,1059,1761,1870,1441
463,1056,1777,1844,1465
464,1052,1782,1775,1421
465,1048,1741,1676,1349
466,1014,1643,1563,1262
467,958,1526,1446,1175
468,903,1416,1346,1105
469,856,1325,1266,1050
470,820,1253,1205,1008
471,793,1202,1158,974
472,773,1163,1124,947
473,761,1133,1094,924
475,972,1184,1070,903
476,1090,1439,1050,884
477,1101,1614,1051,866
478,1144,1841,1065,852
479,1104,1836,1136,839
480,1121,1763,1203,830
481,1166,1935,1321,874
