height of setup:,65.99
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
58,19238,19515,15870,8381
59,18193,18204,14685,7725
61,16830,16621,13599,7421
62,15408,14893,12442,7494
63,14045,13294,11221,7403
64,12638,11945,9970,7016
65,11833,10720,8832,6435
66,11229,9706,7929,5863
67,10032,8818,7330,5599
68,8801,8115,6868,5230
69,7919,7511,6541,4743
70,7203,7083,6262,4369
71,6430,6725,5953,4132
72,5708,6322,5628,4105
73,5131,6010,5297,4175
74,4813,5906,5002,4143
75,4638,5854,4808,4049
76,4577,5566,4619,3883
77,4562,5190,4487,3753
78,4527,4899,4449,3671
79,4763,4737,4414,3619
80,5272,4675,4317,3551
81,5340,4941,4304,3514
82,5050,5180,4310,3583
84,4781,5464,4328,3704
85,4621,5511,4337,3722
86,4518,5306,4271,3754
87,4431,4961,4100,3730
88,4438,4596,3906,3664
89,4645,4418,3728,3580
90,4652,4218,3572,3397
91,4222,4107,3611,3438
92,3780,4038,3826,3565
93,3610,4003,4052,3714
94,3422,3805,3970,3712
95,3209,3557,3755,3608
96,3049,3333,3470,3340
97,3250,3213,3250,3012
98,3207,3208,3188,2841
99,2971,3153,3303,2868
100,2773,3222,3596,3059
101,2580,3437,3802,3252
102,2439,3631,3907,3336
103,2488,3709,3822,3329
104,2569,3730,3766,3403
105,2689,3724,3725,3471
106,2681,3472,3481,3364
107,2592,3184,3209,3138
109,2563,3036,3163,3116
110,2568,2908,3093,3077
111,2532,2828,3060,2951
112,2383,2851,3122,2896
113,2209,2863,3133,2849
114,2111,2762,3029,2866
115,2041,2606,2845,2872
116,2004,2456,2712,2806
117,2025,2369,2635,2745
118,2072,2337,2657,2773
119,2110,2360,2751,2887
120,2130,2396,2862,3022
121,2180,2427,2997,3238
122,2364,2474,3201,3466
123,2594,2512,3269,3431
124,2844,2583,3331,3329
125,2983,2590,3357,3161
126,3277,2586,3298,3002
127,3643,2631,3234,2907
128,3793,2742,3186,2794
129,3658,2884,3144,2694
130,3471,3054,3215,2621
131,3308,3171,3352,2617
132,3155,3163,3378,2713
134,3200,3104,3308,2761
135,3257,3072,3129,2662
136,3237,3129,3092,2618
137,3252,3020,3023,2657
138,3764,2869,2916,2675
139,4762,2823,2806,2555
140,5368,3349,2820,2467
141,5370,4074,3317,2383
142,5093,4587,3865,2563
143,4747,4728,4145,2789
144,4445,4728,4190,2918
145,4193,4529,4019,2841
146,4101,4502,4158,2918
147,3996,4592,4412,3116
148,3717,4498,4343,3032
149,3387,4393,4240,3048
150,3147,4434,4226,3144
151,2813,4351,4109,3122
152,2524,4247,4125,3133
153,2276,4122,4177,3164
154,2163,4054,4160,3175
155,2198,3895,3913,3052
156,2094,3754,3710,2852
158,1911,3623,3605,2774
159,1875,3528,3704,2872
160,1900,3517,3828,2948
161,1988,3365,3706,2884
162,2009,3174,3443,2667
163,1976,3000,3159,2442
164,1873,2791,2923,2532
165,1803,2672,2856,2698
166,1780,2630,2825,2574
167,1782,2579,2757,2392
168,1825,2530,2695,2271
169,1932,2516,2664,2221
170,2066,2481,2554,2157
171,2390,2592,2460,2092
172,2591,2911,2473,2066
173,2667,2946,2462,2164
174,2683,2833,2404,2310
175,2681,2773,2369,2349
176,2698,2708,2370,2325
177,2957,2614,2355,2298
178,3383,2543,2417,2349
179,3763,2506,2555,2504
181,4080,2513,2716,2681
182,4295,2521,2831,2839
183,4117,2451,2865,2945
184,3798,2350,2838,3037
185,3468,2251,2771,3112
186,3209,2213,2703,3166
187,3115,2223,2649,3254
188,3259,2234,2628,3316
189,3367,2235,2714,3480
190,3357,2266,2785,3828
191,3332,2341,2862,4063
192,3326,2484,2910,4107
193,3319,2540,2939,3982
194,3393,2575,3085,3814
195,3536,2738,3188,3595
196,3430,2888,3261,3367
197,3460,3006,3290,3147
198,3465,3158,3423,3037
199,3304,3312,3593,3042
200,3075,3357,3655,3063
201,2896,3303,3612,3029
203,2741,3390,3713,2990
204,2625,3532,3935,3030
205,2664,3695,4067,2974
206,2966,3777,4086,2908
207,3521,3712,3876,2747
208,3980,3542,3616,2690
209,4043,3343,3412,3010
210,3896,3418,3369,3662
211,3749,3703,3699,4380
212,3727,3928,4155,4724
213,3847,3990,4188,4630
214,4000,3973,4140,4386
215,3971,3920,4042,4049
216,3556,3961,4015,3702
217,3204,3952,4011,3375
218,3472,3903,3876,3390
219,3807,3697,3763,3590
220,3912,3401,3641,3727
221,3758,3049,3377,3726
222,3494,2746,3082,3365
223,3311,2659,2868,2968
224,3320,2692,2712,2615
226,3301,2712,2557,2323
227,3164,2745,2504,2140
228,2985,2676,2465,2002
229,2751,2453,2282,1836
230,2412,2180,2130,1708
231,2118,1959,1971,1567
232,1859,1757,1800,1446
233,1648,1587,1643,1332
234,1516,1459,1521,1239
235,1405,1358,1422,1156
236,1304,1280,1343,1086
237,1227,1223,1287,1036
238,1168,1181,1248,1059
239,1126,1155,1300,1086
240,1141,1140,1356,1105
241,1184,1143,1373,1200
242,1227,1165,1386,1312
243,1234,1192,1404,1461
244,1211,1204,1415,1575
245,1203,1205,1413,1614
246,1249,1206,1417,1690
247,1294,1207,1444,1819
249,1258,1205,1456,1889
250,1210,1224,1470,1894
251,1176,1235,1504,1840
252,1156,1235,1497,1768
253,1126,1227,1454,1686
254,1108,1234,1410,1714
255,1094,1225,1383,1932
256,1075,1222,1368,1921
257,1075,1222,1361,1808
258,1089,1225,1383,1900
259,1103,1235,1463,2214
260,1142,1258,1522,2342
261,1193,1330,1563,2307
262,1220,1415,1613,2233
263,1217,1433,1656,2212
264,1174,1385,1654,2231
265,1100,1306,1586,2158
266,1026,1234,1514,2029
267,973,1185,1469,1936
268,948,1159,1436,1817
269,937,1167,1398,1654
270,954,1270,1415,1502
272,980,1369,1499,1411
273,993,1439,1638,1428
274,1017,1495,1744,1475
275,1058,1533,1773,1452
276,1069,1550,1748,1406
277,1083,1541,1738,1411
278,1127,1541,1670,1328
279,1146,1584,1603,1252
280,1135,1600,1595,1267
281,1097,1548,1615,1457
282,1056,1479,1618,1734
283,1018,1427,1592,1882
284,967,1394,1559,1858
285,933,1374,1531,1767
286,952,1363,1554,1705
287,982,1352,1590,1715
288,1003,1344,1644,1711
289,1006,1330,1642,1664
290,1007,1319,1583,1552
291,1033,1321,1526,1442
292,1063,1349,1506,1376
294,1085,1432,1581,1347
295,1062,1495,1728,1408
296,1021,1539,1835,1575
297,1014,1583,1952,1876
298,1048,1613,2045,2059
299,1068,1591,1994,2020
300,1031,1499,1882,1923
301,971,1403,1775,1886
302,937,1316,1661,1847
303,955,1251,1578,1764
304,1006,1218,1559,1630
305,1005,1200,1535,1489
306,963,1174,1517,1486
307,927,1165,1662,1437
308,909,1211,1798,1362
309,868,1209,1816,1337
310,828,1164,1736,1344
311,799,1113,1608,1340
312,788,1071,1491,1345
313,806,1049,1420,1293
314,818,1078,1436,1239
315,833,1176,1523,1393
317,866,1295,1668,1643
318,889,1346,1786,1688
319,891,1344,1850,1742
320,882,1318,1830,1803
321,864,1281,1776,1816
322,853,1247,1720,1821
323,852,1236,1754,1849
324,852,1254,1788,1899
325,833,1219,1753,1860
326,804,1158,1625,1673
327,773,1091,1484,1470
328,743,1031,1357,1289
329,720,983,1255,1147
330,697,946,1179,1042
331,678,922,1125,967
332,666,903,1085,912
333,655,891,1055,876
334,648,879,1029,881
335,653,876,1016,1012
336,659,870,1004,1062
337,671,866,994,1022
338,677,861,984,955
340,679,860,979,900
341,673,854,970,857
342,667,846,957,825
343,660,838,951,995
344,654,838,967,1053
345,652,838,967,1170
346,649,837,1061,1230
347,644,836,1167,1168
348,643,835,1177,1093
349,643,836,1125,998
350,641,831,1072,921
351,639,824,1026,860
352,637,820,991,815
353,625,818,965,783
354,615,821,948,759
355,607,824,939,759
356,595,827,943,880
357,606,829,953,1187
358,620,830,961,1264
359,636,841,976,1203
360,651,855,1022,1134
362,658,852,1016,1041
363,665,850,1008,1076
364,670,853,1043,1279
365,670,851,1047,1336
366,668,847,1031,1244
367,669,854,1033,1165
368,673,874,1057,1177
369,673,901,1095,1261
370,677,916,1156,1344
371,686,928,1230,1289
372,692,954,1225,1178
373,694,965,1169,1067
374,693,964,1143,989
375,685,943,1133,942
376,675,934,1162,947
377,668,996,1268,1071
378,677,1053,1380,1089
379,700,1082,1422,1089
380,719,1091,1414,1097
381,726,1081,1384,1102
382,746,1086,1367,1158
384,772,1112,1358,1247
385,805,1199,1442,1314
386,853,1295,1569,1431
387,884,1345,1669,1525
388,898,1373,1670,1523
389,902,1367,1692,1518
390,904,1341,1689,1428
391,908,1314,1685,1332
392,911,1276,1642,1247
393,914,1258,1592,1196
394,899,1221,1515,1139
395,869,1187,1445,1095
396,840,1151,1386,1074
397,849,1127,1345,1060
398,893,1126,1340,1075
399,946,1175,1399,1272
400,1016,1279,1452,1401
401,1077,1432,1606,1441
402,1096,1540,1767,1466
403,1107,1647,1926,1487
404,1091,1721,2058,1515
405,1102,1805,2170,1599
406,1102,1817,2221,1663
408,1122,1860,2280,1723
409,1139,1911,2327,1762
410,1179,1954,2383,1840
411,1211,1940,2362,1940
412,1228,1890,2283,2059
413,1213,1802,2176,2103
414,1184,1730,2113,2136
415,1159,1683,2085,2116
416,1142,1643,2053,2055
417,1110,1568,1983,1995
418,1122,1521,1929,2082
419,1156,1480,1848,2113
420,1199,1456,1776,2031
421,1228,1491,1765,1930
422,1214,1539,1779,1815
423,1195,1574,1793,1710
424,1250,1574,1771,1608
425,1303,1596,1772,1547
426,1342,1618,1777,1511
427,1352,1611,1770,1520
428,1337,1602,1776,1488
429,1301,1574,1732,1422
430,1292,1546,1656,1347
431,1267,1496,1561,1265
433,1254,1462,1499,1206
434,1250,1454,1471,1195
435,1236,1438,1483,1317
436,1184,1432,1522,1547
437,1149,1422,1569,1702
438,1107,1381,1623,1772
439,1071,1339,1698,1823
440,1004,1279,1664,1749
441,952,1241,1610,1650
442,922,1226,1587,1617
443,916,1244,1608,1915
444,931,1277,1631,2151
445,950,1345,1720,2179
446,958,1415,1821,2195
447,982,1459,1885,2263
448,1004,1453,1863,2226
449,1051,1473,1851,2148
450,1071,1486,1868,2152
451,1071,1486,1885,2291
452,1064,1488,1907,2476
453,1036,1457,1873,2425
454,1010,1458,1835,2260
455,984,1495,1883,2150
456,955,1597,2064,2256
458,958,1675,2267,2437
459,970,1707,2364,2464
460,986,1731,2411,2418
461,962,1695,2378,2365
462,924,1654,2331,2338
463,886,1641,2259,2335
464,869,1611,2242,2419
465,848,1549,2202,2430
466,840,1491,2155,2269
467,820,1413,2080,2071
468,797,1340,1979,1911
469,784,1291,1902,1763
470,772,1253,1799,1618
471,788,1268,1730,1548
472,796,1258,1663,1780
473,790,1232,1619,1893
474,780,1203,1572,1811
475,776,1177,1511,1684
476,770,1154,1447,1533
477,769,1166,1411,1480
478,784,1212,1388,1573
479,833,1254,1393,1670
480,926,1280,1416,1711
481,1063,1297,1437,1718
483,1168,1289,1425,1687
484,1211,1275,1415,1617
485,1217,1302,1538,1599
486,1202,1367,1660,1667
487,1189,1416,1748,1821
488,1164,1435,1766,1859
489,1141,1425,1723,1768
490,1112,1402,1681,1626
491,1073,1410,1735,1596
492,1038,1451,1849,1656
493,1041,1502,1927,1717
494,1020,1523,2007,1780
495,982,1508,1971,1748
496,922,1410,1851,1655
497,876,1324,1709,1510
498,831,1292,1612,1453
499,787,1334,1664,1603
500,760,1384,1819,1757
501,747,1392,1863,1822
502,758,1375,1863,1912
503,767,1346,1835,2047
504,760,1322,1797,2081
505,770,1303,1755,2019
507,770,1265,1713,1916
508,776,1233,1663,1785
509,786,1202,1604,1656
510,809,1177,1580,1556
511,817,1173,1564,1490
512,810,1164,1529,1440
513,806,1152,1488,1371
514,858,1184,1463,1301
515,922,1247,1437,1219
516,959,1275,1406,1159
517,952,1251,1357,1096
518,930,1229,1344,1072
519,918,1238,1379,1072
520,919,1301,1473,1083
521,950,1375,1551,1117
522,1003,1407,1560,1231
523,1044,1418,1567,1349
524,1061,1488,1638,1456
525,1094,1642,1777,1579
526,1143,1782,1883,1664
527,1209,1944,1997,1719
528,1239,2019,2131,1716
529,1286,2089,2251,1687
530,1344,2143,2325,1653
532,1436,2176,2347,1643
533,1504,2239,2408,1667
534,1530,2210,2377,1683
535,1525,2159,2238,1618
536,1456,2101,2084,1514
537,1379,2070,1977,1434
538,1279,2024,1914,1382
539,1190,1935,1837,1330
540,1121,1832,1736,1263
541,1070,1710,1614,1172
542,1032,1568,1514,1157
543,979,1447,1439,1280
544,940,1364,1374,1254
545,928,1288,1308,1160
546,897,1211,1251,1068
547,895,1169,1197,991
548,902,1169,1163,1054
549,904,1203,1187,1198
550,884,1230,1249,1262
551,881,1269,1349,1314
552,928,1374,1498,1379
553,977,1453,1609,1413
554,1052,1510,1686,1429
555,1058,1566,1827,1556
557,1028,1650,2057,1756
558,1012,1752,2204,1862
559,1005,1802,2262,1901
560,1004,1762,2160,1773
561,1058,1726,2036,1632
562,1155,1713,1958,1538
563,1283,1760,1929,1479
564,1392,1903,1988,1428
565,1472,2067,2186,1387
566,1554,2186,2340,1447
567,1558,2316,2420,1507
568,1445,2399,2419,1516
569,1357,2394,2337,1517
570,1309,2235,2177,1537
571,1265,2082,2065,1594
572,1204,1949,1975,1622
573,1148,1802,1881,1624
574,1110,1692,1829,1587
575,1084,1616,1788,1539
576,1069,1564,1771,1498
577,1080,1568,1805,1503
579,1077,1612,1864,1520
580,1088,1720,1938,1579
581,1126,1782,1960,1681
582,1106,1754,1913,1803
583,1042,1681,1855,1814
584,989,1597,1782,1717
585,1002,1546,1731,1635
586,1079,1528,1727,1646
587,1120,1527,1749,1726
588,1135,1554,1779,1844
589,1144,1610,1824,1882
590,1158,1656,1898,1921
591,1160,1635,1935,2016
592,1128,1567,1923,2053
593,1072,1493,1844,1963
594,1037,1449,1768,1842
595,1020,1440,1733,1744
596,1003,1451,1746,1668
597,981,1465,1783,1631
598,961,1487,1830,1623
599,947,1524,1889,1621
600,957,1554,1919,1602
602,946,1514,1889,1560
603,956,1447,1781,1454
604,1092,1479,1743,1386
605,1189,1540,1782,1374
606,1223,1564,1745,1393
607,1208,1548,1696,1421
608,1148,1494,1664,1458
609,1070,1427,1662,1648
610,1001,1376,1779,1794
611,939,1324,1969,1727
612,903,1275,2111,1580
613,885,1280,2060,1397
614,857,1277,1928,1246
615,818,1204,1839,1193
616,788,1159,1867,1291
617,755,1120,1876,1364
618,736,1077,1840,1410
619,722,1043,1754,1354
620,704,1036,1662,1228
621,690,1023,1647,1145
622,679,1022,1616,1075
624,674,1028,1532,1010
625,673,1029,1436,960
626,668,1013,1360,950
627,664,995,1308,987
628,659,973,1261,1000
629,654,958,1223,991
630,653,957,1213,1222
631,649,964,1240,1467
632,640,965,1263,1560
633,632,961,1295,1691
634,627,954,1339,1775
635,626,944,1380,1759
636,624,939,1381,1757
637,632,954,1404,1735
638,633,955,1399,1724
639,631,949,1385,1704
640,633,944,1354,1686
641,640,949,1310,1559
642,650,964,1268,1425
643,656,970,1245,1361
644,652,958,1247,1298
645,645,943,1227,1220
647,648,948,1192,1131
648,671,998,1175,1062
649,695,1047,1169,1027
650,727,1097,1182,1016
651,760,1141,1230,997
652,784,1156,1266,993
653,797,1170,1292,992
654,807,1194,1319,1002
655,810,1183,1297,994
656,799,1146,1251,1015
657,767,1092,1203,1112
658,740,1047,1164,1136
659,722,1015,1151,1109
660,703,983,1127,1062
661,680,952,1093,1028
662,660,926,1060,993
663,643,903,1034,950
664,625,875,1003,887
665,608,848,967,830
666,595,827,939,787
667,586,811,918,754
668,578,799,902,731
670,577,792,891,714
671,594,803,895,706
