height of setup:,96.78
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
2,1537,3045,2497,3478
3,1540,3063,2611,3158
4,1596,3216,2693,3705
5,1755,3594,2851,4060
6,1667,3629,3009,3803
8,1594,3537,3056,4152
9,1568,3466,3363,4554
10,1559,3591,3509,4603
11,1805,4434,4074,5813
12,1862,5113,4844,7294
13,1772,5108,5336,8188
14,1628,4686,5129,8244
15,1475,4176,4592,7592
16,1342,3691,4014,6790
17,1232,3269,3488,6006
18,1143,2903,2998,5243
19,1180,2617,2643,4931
20,1566,4088,4607,4802
21,2228,5127,5027,4461
22,2727,5141,5095,5380
23,2896,5428,5760,6157
24,4270,7619,7161,6273
25,5013,7916,8316,6373
26,5072,8466,8116,6990
27,4647,8386,8237,7140
28,4103,7645,7955,8124
29,3559,6771,7208,8175
31,3197,6172,6703,7839
32,3248,5928,6048,7213
33,3506,5891,5460,6483
34,3862,6876,5390,6154
35,4690,7700,5700,6033
36,5752,8381,5625,5535
37,6189,8250,5255,5084
38,6558,8041,5008,4919
39,7020,7730,4826,4944
40,7583,7702,5097,5364
41,8162,9761,7116,6784
42,8236,10622,8148,6974
43,7730,9960,7504,6830
44,6990,9181,7031,7218
45,6308,8659,6662,7054
46,5962,8012,6063,6458
47,5293,7195,5563,5868
48,5550,7078,5862,5188
49,7003,8508,6947,4624
50,6960,9301,8461,4639
51,6178,9171,8722,5790
52,5608,9041,9850,6662
54,5585,9979,10297,6872
55,4953,9359,10292,7537
56,4693,8793,9855,7470
57,6219,8922,9023,7355
58,6760,8367,7892,6904
59,6527,7735,6792,6207
60,6015,7083,5798,5461
61,5527,6627,4936,4749
62,5660,6215,4165,4165
63,6251,7260,4273,3734
64,6256,8006,5014,5189
65,6145,8528,5642,5678
66,5903,8303,5397,5734
67,6195,8497,5395,5553
68,5983,8352,5768,5576
69,5677,8122,5753,5549
70,5134,7857,5701,5449
71,4731,7684,5636,5512
72,4387,7993,5813,5410
73,4463,8297,5706,5271
74,5330,8330,5509,5116
76,5789,8281,5253,4799
77,5574,8205,4862,4466
78,5201,7782,4472,4124
79,4788,7126,4045,3779
80,4317,6381,3707,3505
81,3904,5681,3419,3383
82,3637,5160,3220,3282
83,3306,4815,3183,3193
84,3250,4654,3154,3106
