height of setup:,63.74
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
118,4230,8482,7318,5435
119,3969,7876,6923,5092
120,3673,7312,6599,4572
121,3389,6798,6239,4162
122,3127,6297,5840,3920
123,2930,5853,5445,3715
125,2792,5500,5080,3518
126,2706,5217,4758,3330
127,2697,4997,4469,3169
128,2716,4816,4212,3015
129,2739,4688,4024,2873
130,2759,4656,4003,2885
131,2789,4695,4103,3022
132,2824,4736,4222,3140
133,2766,4684,4242,3159
134,2670,4531,4145,3107
135,2574,4339,3972,3025
136,2436,4202,3863,2975
137,2338,3998,3738,2942
138,2296,3862,3629,2866
139,2296,3894,3647,2845
140,2397,4068,3867,3071
141,2464,4189,3999,3120
142,2474,4163,3946,3071
143,2461,4049,3755,2938
144,2456,3843,3548,2817
145,2399,3615,3368,2695
146,2279,3425,3192,2556
148,2147,3254,3044,2428
149,2048,3116,2915,2296
150,1987,2981,2755,2166
151,1937,2860,2621,2025
152,1892,2743,2496,1889
153,1798,2594,2358,1765
154,1718,2473,2242,1662
155,1650,2400,2170,1580
156,1597,2335,2118,1515
157,1585,2295,2068,1462
158,1560,2237,2021,1421
159,1516,2190,1991,1390
160,1491,2156,1970,1373
161,1478,2151,1979,1363
162,1473,2161,1997,1353
163,1475,2168,2013,1351
164,1552,2136,2046,1353
165,1676,2144,2077,1353
166,1754,2202,2098,1355
167,1765,2292,2124,1347
168,1841,2468,2290,1372
169,2020,2702,2449,1443
171,2115,2809,2506,1499
172,2087,2782,2485,1512
173,2026,2721,2459,1489
174,1943,2657,2412,1456
175,1842,2581,2337,1421
176,1737,2471,2250,1393
177,1721,2381,2166,1361
178,1758,2402,2225,1393
179,1874,2635,2543,1575
180,2035,2953,2826,1817
181,2096,3088,2926,1862
182,2058,3090,2919,1787
183,2007,3051,2849,1675
184,1995,2990,2744,1581
185,1982,2913,2622,1512
186,1953,2834,2517,1465
187,1935,2785,2453,1438
188,1937,2750,2405,1437
189,1970,2731,2375,1437
190,2034,2820,2460,1477
191,2066,2934,2599,1594
193,2007,2913,2603,1660
194,2026,2838,2538,1657
195,2032,2779,2509,1637
196,2093,2887,2603,1696
197,2122,2887,2578,1701
198,2085,2839,2533,1689
199,2027,2768,2467,1664
200,2038,2693,2401,1640
201,2485,2615,2329,1588
202,2963,2555,2262,1542
203,3397,2547,2191,1500
204,3573,2709,2165,1471
205,3557,2986,2200,1439
206,3532,3233,2287,1426
207,3477,3345,2352,1423
208,3428,3416,2362,1420
209,3354,3486,2342,1408
210,3221,3571,2455,1467
211,3072,3609,2655,1652
212,2968,3778,2914,1830
213,2842,4035,3172,2014
214,2729,4123,3361,2177
215,2600,4011,3343,2232
217,2423,3786,3242,2228
218,2242,3559,3162,2128
219,2058,3350,3082,1931
220,1884,3129,2943,1790
221,1757,2929,2806,1664
222,1652,2753,2652,1576
223,1569,2590,2477,1508
224,1536,2475,2337,1440
225,1516,2366,2237,1389
226,1489,2265,2157,1359
227,1463,2193,2093,1341
228,1452,2130,2047,1327
229,1479,2089,1998,1315
230,1563,2129,2002,1314
231,1679,2462,2325,1357
232,1832,2921,2797,1507
233,2022,3251,3092,1740
234,2137,3362,3158,1790
235,2164,3347,3118,1736
236,2125,3268,3013,1662
237,2034,3156,2893,1590
238,1942,3045,2778,1525
240,1931,2949,2697,1486
241,1909,2901,2666,1480
242,1869,2845,2633,1485
243,1844,2798,2588,1498
244,1836,2776,2571,1542
245,1864,2824,2589,1597
246,1835,2820,2607,1652
247,1798,2722,2522,1653
248,1771,2643,2430,1617
249,1728,2563,2352,1585
250,1672,2497,2305,1566
251,1629,2451,2263,1558
252,1590,2417,2202,1557
253,1561,2372,2139,1565
254,1542,2326,2099,1539
255,1513,2259,2027,1473
256,1482,2185,1955,1405
257,1439,2150,1916,1360
258,1374,2132,1909,1343
259,1323,2083,1912,1335
260,1292,2020,1889,1334
262,1300,2019,1889,1338
263,1337,2018,1876,1342
264,1313,1972,1847,1337
265,1313,1960,1843,1334
266,1313,1944,1838,1327
267,1300,1930,1832,1312
268,1280,1905,1813,1308
269,1235,1834,1748,1279
270,1181,1751,1678,1248
271,1144,1688,1629,1225
272,1121,1647,1596,1202
273,1107,1629,1588,1183
274,1107,1646,1601,1172
275,1124,1678,1633,1176
276,1142,1701,1660,1248
277,1162,1727,1686,1366
278,1188,1773,1729,1420
279,1220,1811,1783,1435
280,1226,1827,1810,1371
281,1215,1811,1777,1300
282,1193,1775,1730,1244
283,1178,1728,1677,1199
285,1170,1688,1628,1164
286,1167,1656,1590,1138
287,1169,1639,1568,1123
288,1188,1658,1579,1128
289,1206,1693,1615,1150
290,1237,1766,1720,1221
291,1278,1882,1863,1332
292,1306,1943,1934,1404
293,1296,1936,1936,1406
294,1262,1885,1886,1363
295,1214,1816,1807,1306
296,1169,1749,1730,1250
297,1136,1691,1665,1200
298,1119,1656,1623,1168
299,1105,1636,1595,1145
300,1098,1620,1572,1127
301,1099,1608,1560,1114
302,1097,1599,1550,1109
303,1090,1589,1532,1101
304,1093,1582,1516,1093
305,1092,1571,1509,1089
306,1093,1576,1509,1100
308,1092,1577,1516,1128
309,1089,1582,1533,1194
310,1086,1593,1562,1295
311,1085,1614,1600,1325
312,1079,1632,1640,1293
313,1077,1639,1658,1256
314,1076,1640,1661,1235
315,1081,1648,1667,1220
316,1109,1667,1671,1213
317,1199,1729,1685,1217
318,1307,1835,1711,1226
319,1363,1904,1731,1232
320,1356,1933,1755,1235
321,1336,1944,1771,1238
322,1330,1956,1774,1233
323,1337,1966,1771,1232
324,1348,1975,1788,1249
325,1361,1998,1855,1288
326,1363,2039,1956,1364
327,1347,2065,2012,1429
328,1322,2061,2020,1455
329,1299,2044,1999,1445
331,1299,2029,1973,1421
332,1299,2017,1942,1399
333,1293,1997,1908,1378
334,1290,1991,1875,1345
335,1305,2017,1883,1343
336,1323,2053,1914,1357
337,1337,2071,1932,1369
338,1345,2071,1932,1369
339,1334,2059,1923,1362
340,1317,2035,1898,1350
341,1279,1986,1868,1338
342,1232,1935,1853,1361
343,1204,1905,1850,1327
344,1178,1871,1816,1302
345,1147,1838,1787,1280
346,1105,1810,1749,1252
347,1075,1766,1707,1225
348,1051,1711,1657,1201
349,1038,1665,1615,1188
350,1068,1683,1630,1197
351,1141,1811,1750,1226
353,1209,1944,1874,1308
354,1231,1973,1883,1327
355,1200,1922,1820,1298
356,1163,1841,1734,1261
357,1136,1768,1664,1229
358,1109,1717,1616,1201
359,1090,1681,1587,1176
360,1073,1654,1567,1155
361,1068,1637,1549,1140
362,1081,1631,1540,1125
363,1091,1631,1536,1115
364,1093,1623,1523,1106
365,1084,1604,1507,1096
366,1057,1578,1493,1089
367,1030,1554,1476,1075
368,1010,1533,1456,1057
369,996,1517,1439,1043
370,991,1510,1437,1035
371,996,1512,1441,1037
372,1021,1548,1493,1066
373,1067,1608,1545,1093
374,1098,1653,1576,1111
376,1127,1680,1586,1123
377,1151,1696,1589,1132
378,1176,1709,1598,1145
379,1219,1704,1600,1155
380,1226,1687,1586,1156
381,1183,1648,1547,1132
382,1131,1599,1500,1098
383,1094,1561,1466,1071
384,1076,1548,1456,1059
385,1114,1621,1513,1084
386,1170,1736,1616,1146
387,1210,1802,1677,1193
388,1246,1835,1699,1218
389,1257,1849,1707,1230
390,1244,1848,1705,1231
391,1219,1831,1677,1214
392,1183,1787,1635,1191
393,1138,1727,1599,1168
394,1109,1678,1577,1150
395,1082,1643,1556,1132
396,1058,1617,1532,1120
397,1046,1594,1510,1107
399,1043,1569,1491,1091
400,1044,1550,1473,1078
401,1044,1557,1471,1075
402,1033,1558,1471,1075
403,1026,1555,1473,1076
404,1019,1548,1467,1075
405,1014,1540,1456,1074
406,1006,1526,1447,1076
407,995,1515,1444,1082
408,984,1504,1447,1077
409,974,1492,1437,1066
410,969,1476,1413,1048
411,965,1466,1390,1027
412,978,1468,1379,1014
413,1019,1481,1386,1007
414,1049,1505,1408,1009
415,1066,1529,1425,1012
416,1077,1547,1438,1015
417,1090,1573,1471,1008
418,1101,1620,1512,996
419,1121,1676,1530,988
420,1165,1759,1618,1051
422,1155,1782,1662,1112
423,1130,1783,1662,1129
424,1099,1771,1640,1129
425,1081,1757,1620,1119
426,1090,1746,1609,1109
427,1099,1734,1600,1105
428,1101,1726,1599,1108
429,1113,1712,1598,1098
430,1100,1696,1596,1076
431,1081,1674,1585,1058
432,1054,1652,1568,1042
433,1029,1628,1548,1035
434,1008,1607,1538,1034
435,1007,1589,1530,1043
436,989,1548,1493,1045
437,968,1504,1448,1035
438,952,1467,1410,1019
439,951,1449,1392,1014
440,954,1436,1378,1011
441,955,1429,1370,1009
442,958,1435,1377,1013
444,962,1449,1392,1029
445,969,1465,1409,1073
446,979,1484,1432,1111
447,991,1505,1453,1127
448,1008,1529,1478,1138
449,1028,1545,1493,1152
450,1044,1550,1493,1279
451,1051,1548,1504,1689
452,1050,1553,1550,2095
453,1049,1593,1698,2228
454,1056,1653,1831,2251
455,1064,1689,1915,2178
456,1065,1709,1963,2051
457,1055,1713,1946,1937
458,1043,1704,1900,1836
459,1029,1685,1837,1726
460,1019,1663,1775,1617
461,1015,1655,1728,1531
462,1056,1735,1736,1476
463,1128,1832,1788,1455
464,1146,1856,1801,1446
465,1133,1830,1776,1420
467,1111,1792,1741,1396
468,1081,1754,1703,1412
469,1058,1711,1690,1564
470,1043,1696,1721,1619
471,1033,1689,1723,1594
472,1006,1654,1685,1551
473,978,1610,1641,1500
474,962,1586,1614,1450
475,952,1558,1577,1402
476,940,1521,1536,1351
477,942,1491,1498,1298
478,934,1472,1469,1266
479,951,1469,1463,1252
480,1024,1524,1538,1265
481,1104,1629,1654,1314
