height of setup:,66.73
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
31,21574,24791,21447,18066
32,21917,26730,24250,19364
33,20656,27204,26014,20762
34,19748,26352,25149,21160
35,17853,24950,23714,20258
36,15893,23698,22209,19353
37,14512,23188,22266,18845
38,14835,23537,22094,19051
39,16876,23426,21902,19797
40,19417,24101,21929,20056
41,20972,25223,22050,19393
42,22541,24803,21112,18272
43,23415,23812,19754,17341
44,23967,23174,18258,16229
45,24253,22559,16935,15084
46,23760,21814,15315,13924
47,22588,20893,14026,13098
48,22004,20588,13014,12180
49,22429,20516,11978,11173
50,22719,20786,11303,10276
51,22507,20158,10926,9240
53,21368,19231,10541,8370
54,19720,18296,10192,7854
55,17675,17118,9754,7817
56,15589,15753,8981,7480
57,14213,14462,8221,7115
58,13449,13634,7514,6810
59,11734,14504,7434,7123
60,11066,14231,7535,7066
61,9825,13374,7140,6611
62,8848,12781,7179,6403
63,8573,13115,8447,6515
64,8743,14095,9661,6624
65,9168,15089,10127,6711
66,9369,15913,10734,7122
67,9782,16548,11268,7309
68,9978,16867,11279,7263
69,9741,16759,10665,6921
70,8991,16094,9758,6531
71,9030,15533,9151,6776
72,8833,14770,8810,6913
73,8314,14124,9060,6599
74,7365,13073,9252,6078
76,6612,12237,9044,5649
77,6105,11516,8479,5730
78,6327,10786,8051,5668
79,7510,10334,7643,5749
80,7543,10086,7332,6214
81,7476,9455,6985,6652
82,8021,9182,6936,6760
83,8473,9567,7519,6867
84,8803,9923,7645,6914
85,9137,9963,7406,7082
86,9705,9837,7103,8219
87,10428,9682,6822,9486
88,10912,9346,7093,10333
89,10767,8914,8058,10954
90,9765,8627,8782,11386
91,8704,8374,8955,11178
92,7773,8117,8703,10189
93,6721,7604,8109,9166
94,5696,7043,7882,8739
95,4821,6518,7613,9047
96,4230,6089,7137,8937
98,4847,5721,6485,8295
99,5778,5578,6113,7816
100,6456,6320,5996,7141
101,6816,7162,6094,6719
102,6354,7002,5855,6294
103,5625,6631,5716,5822
104,4944,6250,5583,5482
105,4457,5880,5360,5202
106,4493,5522,5009,4992
107,5212,5242,4584,4719
108,5266,4876,4090,4406
109,4583,4362,3576,4040
110,3932,3894,3148,3637
111,3691,3560,2855,3346
112,3354,3738,2712,3153
113,2964,4249,2716,2947
114,2665,4645,2940,3177
115,2717,4906,4252,4530
116,3133,5357,5736,5701
117,3261,5936,6610,6118
118,3260,6294,6889,6032
119,3309,6488,6681,5688
121,3253,6419,6384,5259
122,3028,6162,5978,4777
123,2772,5827,5523,4364
124,2543,5440,5288,3942
125,2408,5057,5095,3526
126,2446,4764,4652,3198
127,2640,4565,4256,2913
128,2791,4360,3977,2657
129,2845,4131,3811,2893
130,2893,4123,4110,4170
131,2922,4374,5048,5403
132,2900,4529,5733,6536
133,2886,4508,5818,7275
134,2901,4356,5528,7440
135,2872,4157,5127,7399
136,2819,3973,4720,7253
137,2736,3844,4325,6936
138,2600,3719,3961,6549
139,2420,3518,3593,5992
140,2221,3264,3221,5420
141,2015,2997,2915,4940
142,1818,2728,2598,4323
144,1649,2489,2325,3744
145,1528,2299,2119,3262
146,1543,2163,1962,2872
147,2056,2111,1852,2570
148,2443,2275,1855,2391
149,2565,2687,2092,2412
150,2570,3170,2504,2559
151,2403,3307,2800,2764
152,2200,3173,2752,2767
153,2077,3021,2562,2560
154,2005,3003,2444,2361
155,1820,2895,2425,2278
156,1666,2686,2251,2125
157,1568,2531,2130,1977
158,1510,2451,2102,1890
159,1453,2354,2069,1851
160,1463,2292,2028,1832
161,1470,2287,1973,1822
162,1671,2337,1999,1828
163,2087,2628,2427,2138
164,2503,2888,2687,2429
165,2673,3083,2698,2535
167,2739,3317,2722,2578
168,2790,3590,2761,2555
169,2873,3846,2882,2501
170,2846,4169,3132,2461
171,2751,4358,3331,2426
172,2513,4429,3454,2429
173,2263,4306,3611,2635
174,2257,4372,3602,2677
175,2179,4064,3280,2503
176,1992,3616,2878,2244
177,1900,3355,2603,2038
178,1912,3269,2499,1924
179,1821,3241,2430,1837
180,1723,3166,2381,1745
181,2198,3417,2397,1766
182,2259,3910,2942,1867
183,2071,3936,3287,2056
184,1859,3846,3258,2208
185,1708,3676,3121,2208
186,1605,3492,2926,2141
187,1501,3230,2799,2079
188,1415,2942,2575,2021
190,1335,2683,2315,1860
191,1280,2476,2120,1724
192,1263,2316,1984,1653
193,1632,2281,1916,1621
194,1801,2484,1923,1615
195,1876,2776,2046,1623
196,2000,3136,2494,1860
197,2056,3149,2465,1915
198,1999,3083,2450,1855
199,2001,3009,2434,1868
200,2049,2999,2376,1841
201,2072,3016,2307,1805
202,2089,2975,2251,1747
203,2109,2941,2252,1711
204,2037,2882,2252,1683
205,1899,2768,2243,1680
206,1771,2646,2197,1694
207,1687,2527,2123,1695
208,1693,2420,2036,1675
209,1824,2338,1975,1640
210,1913,2282,1945,1610
211,1931,2245,1924,1582
213,2161,2250,1892,1555
214,2606,2465,1845,1510
215,2762,3091,1904,1466
216,2747,3431,2088,1435
217,2846,3533,2185,1423
218,3076,3717,2294,1475
219,3374,3922,2403,1630
220,3706,4084,2469,1794
221,3888,4341,2491,1832
222,3866,4789,2624,1844
223,3709,5219,2914,1882
224,3497,5591,3756,2513
225,3239,5991,5031,3643
226,3045,6402,5836,4135
227,2996,6603,6106,4102
228,2833,6211,5801,4072
229,2535,5560,5173,3794
230,2462,5035,4587,3472
231,2516,4843,4145,3190
232,2559,4762,3953,3041
233,2577,4685,3760,2947
234,2576,4565,3551,2783
236,2483,4509,3341,2620
237,2370,4471,3240,2490
238,2311,4418,3271,2463
239,2229,4372,3401,2594
240,2163,4369,3499,2719
241,1998,4214,3579,2782
242,1825,3870,3456,2830
243,1686,3523,3166,2690
244,1569,3224,2889,2510
245,1523,2966,2642,2323
246,1573,2790,2468,2176
247,1639,2693,2350,2055
248,1869,2751,2312,1927
249,2066,3042,2358,1892
250,2151,3249,2360,1878
251,2130,3408,2484,1971
252,2077,3300,2462,1984
253,2161,3216,2348,1888
254,2178,3210,2314,1849
255,1978,2999,2236,1833
256,1761,2771,2123,1795
257,1591,2589,2035,1733
259,1460,2431,1962,1640
260,1369,2303,1864,1537
261,1291,2154,1738,1441
262,1216,2016,1630,1359
263,1172,1940,1596,1333
264,1158,1880,1574,1326
265,1224,1836,1550,1312
266,1401,1834,1541,1294
267,1477,1921,1606,1302
268,1511,2077,1703,1353
269,1602,2260,1828,1396
