height of setup:,78.98
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
80,5989,6777,3067,2611
81,6407,6471,2965,2860
82,6124,6089,3267,3531
83,6483,6703,3485,3693
84,6490,8858,6086,3959
85,6701,9935,8436,4968
86,6859,10666,9921,5713
87,6517,10735,10727,6231
88,5798,10185,11045,6288
89,5245,9318,10667,6331
90,5605,9019,9613,6530
91,5673,10145,9421,6239
92,5525,10561,10465,6262
94,5335,10802,11308,5969
95,5169,10808,11256,5528
96,4941,10238,10667,5719
97,4829,9596,9809,5870
98,5054,9377,9049,5997
99,5845,9584,8531,6008
100,6291,10261,7880,5668
101,6447,11201,7108,5012
102,6471,11285,6198,4491
103,6157,11159,5809,4127
104,5501,10767,6716,5025
105,5131,10179,7123,5927
106,4939,10035,7994,6891
107,4703,9798,8607,7822
108,4146,9403,9169,8476
109,3887,8995,9469,8525
110,3717,8961,9652,8116
111,3628,8969,9492,7551
112,3637,8902,9082,7059
113,3757,8716,8414,6778
114,3933,8473,7615,6460
115,4172,8289,7018,6139
117,4335,8435,7014,6187
118,4151,8356,7403,6907
119,3931,8215,7605,7465
120,3757,8116,7805,7616
121,3932,8098,7682,7072
122,4041,7943,6981,6367
123,4096,7312,6185,5746
124,3963,6607,5386,5069
125,3717,5872,4643,4459
126,3424,5343,4063,3978
127,3069,4952,3785,3595
128,2844,4796,3780,3489
129,2578,4710,4221,3804
130,2501,4558,4395,4230
131,2745,4753,4441,4263
132,2963,5181,4629,4158
133,2922,5454,4707,4111
134,2777,5486,4642,4094
135,2636,5393,4696,4053
136,2564,5322,4852,4192
137,2479,5191,5098,4577
138,2273,4850,5086,4794
140,2082,4447,4785,4800
141,2043,4143,4389,4592
142,1997,3925,4079,4399
143,2026,3823,3901,4250
144,2064,3773,3827,4240
145,2041,3687,3848,4382
146,2128,3650,3727,4325
147,2048,3543,3616,4245
148,1972,3463,3556,4122
149,1873,3453,3891,4417
150,1839,3675,4238,4681
151,1972,3951,4375,4540
152,2086,3978,4278,4279
153,2167,3836,4073,4060
154,2177,3849,3880,3882
155,2131,3817,3840,3882
156,2174,3885,3746,3793
157,2046,4075,3955,3883
158,1919,3984,4047,4120
159,1754,3789,4004,4226
160,1640,3477,3733,4158
161,1777,3370,3748,4011
163,1956,3530,3904,3913
164,2061,3744,4016,3972
165,2156,3942,4057,4066
166,2193,3925,3792,3905
167,2112,3842,3561,3642
168,2030,3771,3437,3416
169,1985,3875,3423,3244
170,1897,3949,3686,3161
171,1857,3943,3837,3346
172,2020,4025,3895,3534
173,2169,4070,3777,3524
174,2232,3991,3586,3391
175,2188,3790,3397,3326
176,2055,3555,3225,3205
177,1899,3304,3021,3065
178,1774,3116,2846,2988
179,1713,2989,2784,2861
180,1642,2880,2691,2724
181,1632,2896,2633,2635
182,1724,2803,2527,2486
183,1687,2665,2351,2273
185,1577,2455,2120,2045
186,1444,2270,1952,1882
187,1395,2166,1859,1789
188,1397,2222,1809,1765
189,1405,2230,1788,1869
190,1515,2290,1855,2043
191,1910,2615,2150,2098
192,2087,3225,2531,2106
193,2233,3761,2673,2123
194,2367,3888,2627,2156
195,2481,4131,2945,2440
196,2462,4382,3563,3097
197,2233,4192,3675,3510
198,1991,3815,3404,3392
199,1936,3762,3357,3257
200,1847,3941,3861,3677
201,1710,3842,3932,3955
202,1768,3963,4187,4087
203,2058,4361,4188,4030
204,2265,4657,4094,3845
205,2286,4475,3895,3624
206,2270,4090,3501,3299
208,2223,3886,3199,3010
209,2197,3921,3401,2949
210,2150,3991,3572,3190
211,2175,3999,3676,3523
212,2171,3839,3670,3567
213,2102,3650,3606,3350
214,2097,3632,3537,3204
215,2548,4005,3726,3365
216,2409,4221,4065,3748
217,2114,3883,3811,3743
218,1876,3504,3441,3507
219,1693,3197,3155,3286
220,1550,2948,3017,3251
221,1639,2811,2838,3256
222,1728,3412,3458,3488
223,1626,3465,3735,3933
224,1601,3278,3537,3827
225,1641,3259,3481,3667
226,1774,3316,3541,3731
227,1738,3533,3786,3934
228,1630,3381,3670,3953
229,1693,3449,3550,3718
231,2001,3770,3897,3652
232,2326,4161,4069,3605
233,2407,4475,4006,3490
234,2436,4375,3695,3208
235,2298,3989,3286,2900
236,2141,3737,2992,2662
237,2039,3524,2762,2460
238,1910,3311,2663,2360
239,1825,3236,2718,2337
240,1783,3214,2802,2355
241,1734,3261,2978,2519
242,1722,3321,3148,2719
243,1834,3387,3253,2850
244,1947,3537,3314,2947
245,1951,3602,3341,2902
246,1807,3531,3360,2728
247,1665,3328,3292,2620
248,1624,3254,3250,2691
249,1499,3123,3216,2877
250,1439,2926,3055,2933
251,1380,2769,2883,2893
253,1332,2596,2683,2796
254,1332,2540,2586,2711
255,1323,2448,2554,2671
256,1301,2395,2525,2628
257,1286,2392,2449,2480
258,1293,2320,2267,2271
259,1275,2189,2073,2062
260,1221,2049,1899,1886
261,1149,1916,1767,1750
262,1096,1823,1681,1652
263,1069,1765,1629,1590
264,1064,1739,1605,1556
265,1138,1774,1619,1555
266,1182,1893,1693,1588
267,1156,1902,1703,1592
268,1162,1940,1720,1581
269,1169,2014,1851,1681
270,1168,2040,1936,1788
271,1164,2060,1969,1772
272,1179,2067,1911,1711
273,1168,1985,1809,1633
274,1116,1884,1708,1560
276,1060,1780,1614,1498
277,1010,1687,1534,1440
278,968,1604,1471,1384
279,931,1531,1418,1348
280,899,1473,1370,1314
281,890,1428,1326,1274
282,915,1398,1295,1232
283,962,1390,1284,1211
284,1114,1431,1297,1231
285,1223,1546,1321,1273
286,1222,1729,1358,1395
287,1221,1879,1448,1760
288,1226,1974,1609,1986
289,1301,2030,1726,2089
290,1330,2039,1897,2183
291,1308,2069,1990,2086
292,1298,2109,1982,1953
293,1299,2106,1931,1862
294,1305,2134,1908,1802
295,1277,2155,1944,1768
296,1323,2185,1986,1778
298,1326,2230,1986,1791
299,1320,2201,1932,1744
300,1308,2181,1860,1749
301,1312,2222,1845,1747
302,1316,2274,1950,1796
303,1288,2257,2049,1838
304,1292,2269,2024,1774
305,1311,2323,2056,1712
306,1324,2391,2137,1766
307,1322,2403,2188,1870
308,1302,2384,2224,1992
309,1266,2382,2294,2117
310,1323,2357,2301,2231
311,1544,2570,2386,2303
312,1702,2910,2773,2510
313,1811,3217,3112,2773
314,1778,3305,3300,3093
315,1697,3287,3339,3258
316,1644,3190,3260,3227
317,1608,3117,3131,3025
318,1557,2982,2895,2782
319,1460,2761,2641,2571
321,1341,2512,2382,2376
322,1299,2301,2158,2211
323,1365,2271,2019,2082
324,1381,2343,2061,1991
325,1357,2392,2104,1926
326,1346,2360,2029,1836
327,1337,2330,1948,1770
328,1285,2327,1910,1740
329,1246,2293,1872,1768
330,1217,2216,1869,1843
331,1184,2154,1894,1915
332,1162,2108,1899,1896
333,1143,2040,1869,1878
334,1155,2000,1847,1843
335,1151,1990,1848,1829
336,1117,1951,1846,1859
337,1072,1898,1816,1862
338,1032,1829,1771,1832
339,1024,1789,1748,1809
340,1039,1753,1718,1769
341,1038,1751,1719,1724
342,1025,1739,1687,1663
344,980,1662,1593,1568
345,926,1565,1489,1465
346,878,1474,1395,1373
347,832,1382,1306,1285
348,817,1325,1238,1216
349,830,1333,1229,1186
350,848,1382,1272,1211
351,832,1394,1298,1238
352,807,1374,1297,1238
353,791,1368,1329,1237
354,790,1384,1413,1232
355,799,1428,1497,1257
356,869,1485,1580,1356
357,943,1557,1654,1503
358,988,1627,1721,1657
359,1055,1688,1793,1798
360,1092,1770,1848,1801
361,1098,1837,1821,1737
362,1074,1856,1812,1711
363,1098,1880,1813,1710
364,1153,1985,1906,1744
365,1174,2075,1997,1822
366,1231,2142,2026,1847
368,1266,2206,2026,1904
369,1310,2281,2060,2014
370,1358,2357,2139,2114
371,1399,2447,2228,2152
372,1432,2535,2318,2178
373,1466,2597,2340,2138
374,1483,2609,2341,2149
375,1477,2606,2386,2249
376,1477,2651,2448,2285
377,1487,2707,2555,2314
378,1458,2743,2589,2362
379,1399,2741,2522,2275
380,1364,2695,2380,2122
381,1280,2665,2224,1944
382,1192,2546,2040,1786
383,1093,2345,1918,1643
384,1042,2201,1868,1561
385,981,2040,1805,1466
386,982,1896,1734,1433
387,1074,1872,1677,1447
388,1234,1963,1645,1503
389,1342,2109,1689,1550
391,1379,2284,1896,1688
392,1344,2364,2066,1879
393,1276,2327,2137,1969
394,1201,2213,2119,1983
395,1216,2159,2053,1956
396,1258,2195,1994,1867
397,1280,2217,1902,1770
398,1289,2189,1890,1760
399,1357,2223,1931,1842
400,1369,2296,2030,1930
401,1356,2300,2083,1898
402,1340,2295,2027,1790
403,1340,2263,1947,1711
404,1341,2275,1906,1676
405,1375,2336,1972,1680
406,1445,2434,2083,1753
407,1474,2535,2168,1821
408,1481,2599,2254,1866
409,1489,2642,2343,1923
410,1443,2648,2413,2062
411,1332,2567,2400,2150
412,1221,2455,2358,2191
414,1122,2329,2284,2201
415,1041,2171,2153,2140
416,980,2015,2005,2037
417,941,1895,1886,1931
418,916,1806,1801,1826
419,896,1727,1730,1736
420,875,1656,1656,1667
